Date,Time,Physical Memory Used [MB],Physical Memory Load [%],Core VIDs (avg) [V],Core Clocks (avg) [MHz],Core Effective Clocks (avg) [MHz],Total CPU Usage [%],Core Temperatures (avg),CPU Package,CPU Package Power [W],Total System Power [W],Memory Clock [MHz],Read Activity [%],Write Activity [%],Total Activity [%],Read Rate [MB/s],Write Rate [MB/s],Battery Voltage [V],Remaining Capacity [Wh],Charge Level [%],Wear Level [%],Total DL [MB],Total UP [MB],Current DL rate [KB/s],Current UP rate [KB/s],Charge Rate [W],Battery_Percentage
9.7.2024,59:59.7,4996,63.1,1.012,3756.6,143.2,4,54,56,6.197,10.355,1954.7,0,0.1,0.1,0,0.289,14.47,16.98,50.3,36.3,616,55,0,0,-11.34,75
9.7.2024,00:01.7,4996,63.1,1.031,3848.2,150.8,4,53,56,6.323,10.32,1954.7,0,0.1,0.1,0,0.277,14.46,16.98,50.3,36.3,616,55,0.024,0,-10.395,75
9.7.2024,00:03.7,4996,63.1,1.031,3848.2,142.3,4,52,55,6.441,10.294,1954.7,0,0.1,0.1,0,0.288,14.671,16.965,50.2,36.3,616,55,0.059,0.021,-9.105,75
9.7.2024,00:05.7,4996,63.1,0.994,3665,143.1,4,52,56,6.605,10.221,1954.7,0,0,0,0,0.291,14.62,16.965,50.2,36.3,616,55,0.119,0.054,-9.285,75
9.7.2024,00:07.7,5006,63.2,1.011,3756.6,236.4,4,53,55,7.598,12.283,1954.7,0.1,0.5,0.6,0.032,0.535,14.71,16.95,50.2,36.3,616,55,2.771,0.03,-9.45,75
9.7.2024,00:09.7,5006,63.2,1.033,3848.2,150.9,4,58,62,6.524,10.435,1954.7,0,0.1,0.1,0,0.365,14.676,16.95,50.2,36.3,616,55,0,0,-9.165,75
9.7.2024,00:11.7,5005,63.2,0.994,3665,131.1,4,57,66,6.184,9.865,1954.7,0,0,0,0,0.209,14.711,16.95,50.2,36.3,616,55,2.698,0,-9.225,75
9.7.2024,00:13.7,5006,63.2,1.031,3848.2,141.8,4,52,54,6.269,10.181,1954.7,0,0.1,0.1,0,0.325,14.689,16.935,50.1,36.3,616,55,0.03,0,-9.045,75
9.7.2024,00:15.7,5007,63.2,1.031,3848.2,148.2,4,51,54,6.303,10.463,1954.7,0,0.1,0.1,0.016,0.313,14.661,16.935,50.1,36.3,616,55,0,0,-9.645,75
9.7.2024,00:17.7,5000,63.1,1.031,3848.2,151.1,4,51,54,6.651,10.638,1954.7,0.1,0.2,0.3,0.065,0.434,14.682,16.92,50.1,36.3,616,55,0.088,0,-9.675,75
9.7.2024,00:19.7,5000,63.1,1.031,3848.2,142.1,4,51,53,6.294,10.204,1954.7,0,0.1,0.1,0,0.365,14.617,16.92,50.1,36.3,616,55,0,0,-9.27,75
9.7.2024,00:21.7,5000,63.1,1.031,3848.2,137.7,4,52,53,6.089,10.099,1954.7,0,0.1,0.1,0,0.353,14.669,16.92,50.1,36.3,616,55,0.058,0.034,-8.955,75
9.7.2024,00:23.7,4998,63.1,1.01,3756.6,144,4,51,54,6.237,10.145,1954.7,0,0.1,0.1,0,0.259,14.668,16.905,50,36.3,616,55,0.029,0,-9.315,75
9.7.2024,00:25.7,4997,63.1,0.975,3573.4,146.6,4,50,53,6.215,10.278,1954.7,0,0.1,0.1,0,0.42,14.597,16.905,50,36.3,616,55,0,0,-8.715,75
9.7.2024,00:27.7,4997,63.1,1.012,3756.6,140.7,4,50,53,6.148,10.207,1954.7,0,0.1,0.1,0,0.213,14.67,16.905,50,36.3,616,55,0.088,0,-9.105,75
9.7.2024,00:29.7,4996,63.1,1.012,3756.6,142.9,4,50,52,6.438,10.334,1954.7,0,0.3,0.3,0,0.499,14.707,16.89,50,36.3,616,55,0,0,-9.63,75
9.7.2024,00:31.7,4996,63.1,1.012,3756.6,141.7,4,50,53,6.076,10.179,1954.7,0,0.1,0.1,0,0.347,14.673,16.89,50,36.3,616,55,0,0,-9.135,75
9.7.2024,00:33.7,4996,63.1,0.994,3665,143.9,4,51,52,6.211,10.267,1954.7,0,0.1,0.1,0,0.325,14.656,16.875,50,36.3,616,55,0.029,0,-8.55,75
9.7.2024,00:35.7,4995,63.1,1.012,3756.6,140.9,4,49,53,6.123,10.113,1954.7,0,0.1,0.1,0,0.277,14.677,16.875,50,36.3,616,55,0.059,0,-9.39,75
9.7.2024,00:37.7,4995,63.1,0.992,3665,140,4,50,52,6.517,10.207,1954.7,0,0.1,0.1,0,0.22,14.675,16.875,50,36.3,616,55,0.197,0.136,-8.775,75
9.7.2024,00:39.7,4995,63.1,1.012,3756.6,151.4,4,52,54,6.597,10.521,1954.7,0,0.2,0.2,0.032,0.585,14.659,16.86,49.9,36.3,616,55,0,0,-12.795,75
9.7.2024,00:41.7,4995,63.1,1.031,3848.2,141.4,3.9,50,53,6.1,10.111,1954.7,0,0,0,0,0.275,14.67,16.86,49.9,36.3,616,55,2.699,0,-12.585,75
9.7.2024,00:43.7,4992,63,1.031,3848.2,150.2,3.9,50,51,6.504,10.404,1954.7,0,0.1,0.1,0.032,0.264,14.652,16.86,49.9,36.3,616,55,2.793,0,-11.58,75
9.7.2024,00:45.7,4992,63,1.012,3756.6,146.1,3.9,50,51,6.198,10.275,1954.7,0,0.3,0.3,0,0.493,14.67,16.845,49.9,36.3,616,55,0.059,0,-10.44,75
9.7.2024,00:47.7,4992,63,1.031,3848.2,151,3.9,50,52,6.694,10.488,1954.7,0,0.1,0.1,0,0.33,14.649,16.845,49.9,36.3,616,55,0.029,0,-10.26,75
9.7.2024,00:49.7,4991,63,1.031,3848.2,145.4,3.9,50,51,6.549,10.235,1954.7,0,0.1,0.1,0,0.278,14.706,16.83,49.8,36.3,616,55,0,0,-8.94,75
9.7.2024,00:51.7,4991,63,1.012,3756.6,140.7,3.9,49,52,6.547,10.198,1954.7,0,0.1,0.1,0,0.422,14.682,16.83,49.8,36.3,616,55,0.059,0.034,-8.7,75
9.7.2024,00:53.7,4992,63,1.012,3756.6,146.9,3.9,50,52,6.176,10.377,1954.7,0,0.5,0.5,0,0.275,14.621,16.83,49.8,36.3,616,55,0.029,0,-9.105,75
9.7.2024,00:55.7,4992,63,0.975,3573.4,162,3.9,49,52,6.987,10.617,1954.7,0,0.1,0.1,0,0.331,14.648,16.815,49.8,36.3,616,55,0,0,-10.08,75
9.7.2024,00:57.7,4992,63,0.975,3573.4,141.2,3.9,50,52,6.375,10.233,1954.7,0,0.1,0.1,0,0.445,14.675,16.815,49.8,36.3,616,55,0.088,0,-8.895,75
9.7.2024,00:59.7,4992,63,1.031,3848.2,140.7,3.9,50,52,6.07,10.017,1954.7,0,0.1,0.1,0,0.289,14.625,16.815,49.8,36.3,616,55,0.024,0,-9.105,75
9.7.2024,01:01.7,4991,63,1.013,3756.6,158.1,3.9,55,65,6.449,10.323,1954.7,0,0.3,0.3,0,0.384,14.654,16.8,49.7,36.3,616,55,0,0,-8.43,75
9.7.2024,01:03.7,4991,63,1.012,3756.6,132,3.9,49,52,6.045,9.826,1954.7,0,0.1,0.1,0,0.164,14.648,16.8,49.7,36.3,616,55,0.029,0,-8.46,75
9.7.2024,01:05.7,4991,63,1.012,3756.6,137.3,3.9,48,52,6.313,10.002,1954.7,0,0.1,0.1,0,0.277,14.703,16.8,49.7,36.3,616,55,0,0.052,-8.535,75
9.7.2024,01:07.7,4991,63,1.012,3756.6,137,3.9,49,51,6.15,10.118,1954.7,0,0.1,0.1,0,0.24,14.662,16.785,49.7,36.3,616,55,0.145,0.034,-8.895,75
9.7.2024,01:09.7,4990,63,1.01,3756.6,163.3,3.9,50,51,6.501,10.639,1954.7,0,0.1,0.1,0,0.352,14.664,16.785,49.7,36.3,616,55,0,0,-10.755,75
9.7.2024,01:11.7,4990,63,0.975,3573.4,141,3.9,49,51,5.971,10.08,1954.7,0,0.1,0.1,0,0.288,14.671,16.77,49.6,36.3,616,55,0,0,-9.165,75
9.7.2024,01:13.7,4990,63,1.031,3848.2,146.5,3.9,48,51,6.329,10.327,1954.7,0,0.1,0.1,0,0.298,14.695,16.77,49.6,36.3,616,55,2.791,0.067,-9.33,75
9.7.2024,01:15.7,4989,63,1.031,3848.2,139.9,3.9,48,51,6.008,10.054,1954.7,0,0.1,0.1,0,0.34,14.643,16.77,49.6,36.3,616,55,0,0,-9.15,75
9.7.2024,01:17.7,4990,63,0.994,3665,149.3,3.9,48,52,6.526,10.392,1954.7,0,0.3,0.3,0,0.42,14.652,16.755,49.6,36.3,616,55,2.858,0.021,-8.895,75
9.7.2024,01:19.7,4990,63,1.012,3756.6,142.1,3.9,49,51,5.938,10.083,1954.7,0,0,0,0,0.21,14.697,16.755,49.6,36.3,616,55,0,0,-9.375,75
9.7.2024,01:21.7,4989,63,1.01,3756.6,138.3,3.9,49,51,6.469,10.153,1954.7,0,0.1,0.1,0,0.419,14.657,16.74,49.6,36.3,616,55,0.059,0.034,-8.745,75
9.7.2024,01:23.7,4989,63,0.991,3665,140.8,3.9,48,51,6.271,10.277,1954.7,0,0.1,0.1,0,0.278,14.644,16.74,49.6,36.3,616,55,0.029,0,-9.615,75
9.7.2024,01:25.7,4989,63,1.012,3756.6,152,3.9,48,51,6.73,10.429,1954.7,0,0.1,0.1,0,0.291,14.546,16.74,49.6,36.3,616,55,0,0,-12.03,75
9.7.2024,01:27.7,4989,63,1.031,3848.2,139.7,3.9,48,51,6.244,10.14,1954.7,0,0.1,0.1,0,0.287,14.659,16.725,49.5,36.3,616,55,0.088,0,-10.14,75
9.7.2024,01:29.7,4988,63,1.031,3848.2,222.3,3.9,49,51,7.789,12.13,1954.7,0,0.1,0.1,0,0.452,14.367,16.725,49.5,36.3,616,55,0,0,-10.26,75
9.7.2024,01:31.7,4992,63,1.031,3848.2,141.7,3.9,49,51,6.303,10.083,1954.7,0,0.1,0.1,0,0.279,14.668,16.725,49.5,36.3,616,55,0,0,-8.61,75
9.7.2024,01:33.7,4992,63,1.012,3756.6,144.6,3.9,49,51,6.234,10.201,1954.7,0,0.4,0.4,0,0.498,14.662,16.71,49.5,36.3,616,55,0.029,0,-8.895,75
9.7.2024,01:35.7,4991,63,0.956,3481.7,193.9,3.9,56,56,6.946,10.75,1954.7,0,0.1,0.1,0,0.222,14.54,16.71,49.5,36.3,616,55,0,0,-8.475,75
9.7.2024,49:53.2,4989,63,0.955,3481.7,317.2,3.9,63,66,8.754,12.993,1954.7,0,0.3,0.3,0.018,0.557,14.636,18.705,55.4,36.3,616,55,0.029,0,-10.8,75
9.7.2024,49:55.2,4985,62.9,0.992,3665,238.2,3.9,58,65,8.029,11.919,1954.7,0,0.4,0.4,0,0.912,14.772,18.69,55.3,36.3,616,55,0.059,0.042,-10.275,75
9.7.2024,49:57.2,4986,63,0.994,3665,170.7,3.9,52,53,7.21,10.76,1954.7,0,1.5,1.5,0.016,0.219,14.712,18.69,55.3,36.3,616,55,0.041,0.026,-9.465,75
9.7.2024,49:59.2,4986,63,1.012,3756.6,157.1,3.9,51,54,6.434,10.1,1954.7,0,0.1,0.1,0,0.216,14.698,18.69,55.3,36.3,616,55,0.03,0,-9.96,75
9.7.2024,50:01.2,4981,62.9,0.975,3573.4,151.4,3.9,51,54,6.659,10.168,1954.7,0,0.2,0.2,0,0.317,14.78,18.675,55.3,36.3,616,55,0.053,0.02,-9.825,75
9.7.2024,50:03.2,4984,62.9,1.012,3756.6,150.2,3.9,52,54,6.625,10.199,1954.7,0,0.1,0.1,0,0.486,14.763,18.675,55.3,36.3,616,55,0.087,0.034,-9.03,75
9.7.2024,50:05.2,4984,62.9,1.031,3848.2,142.3,3.9,51,54,6.519,9.961,1954.7,0,0.1,0.1,0,0.275,14.788,18.66,55.2,36.3,616,55,0.059,0,-8.13,75
9.7.2024,50:07.2,4983,62.9,1.031,3848.2,145,3.9,51,54,6.744,10.11,1954.7,0,0.3,0.3,0,0.411,14.746,18.66,55.2,36.3,616,55,0,0,-8.865,75
9.7.2024,50:09.2,4983,62.9,1.012,3756.6,146.6,3.9,52,54,6.469,9.903,1954.7,0,0.1,0.1,0,0.342,14.753,18.66,55.2,36.3,616,55,0.03,0,-8.94,75
9.7.2024,50:11.2,4983,62.9,1.012,3756.6,148.2,3.9,52,54,6.441,10.031,1954.7,0,0.1,0.1,0,0.288,14.752,18.645,55.2,36.3,616,55,0,0,-8.25,75
9.7.2024,50:13.2,4983,62.9,1.031,3848.2,148.8,3.9,52,54,6.528,10.051,1954.7,0,0.1,0.1,0,0.305,14.639,18.645,55.2,36.3,616,55,0.029,0,-9.27,75
9.7.2024,50:15.2,4982,62.9,1.012,3756.6,143.8,3.9,52,54,6.365,9.89,1954.7,0,0.1,0.1,0,0.289,14.722,18.645,55.2,36.3,616,55,2.821,0,-8.94,75
9.7.2024,50:17.2,4982,62.9,1.031,3848.2,142.9,3.9,52,54,6.248,10.047,1954.7,0,0.2,0.2,0,0.294,14.736,18.63,55.2,36.3,616,55,0,0,-11.01,75
9.7.2024,50:19.2,4982,62.9,1.012,3756.6,146.4,3.9,51,54,6.436,9.985,1954.7,0,0.1,0.1,0,0.292,14.737,18.63,55.2,36.3,616,55,2.829,0.034,-9.285,75
9.7.2024,50:21.2,4982,62.9,1.031,3848.2,151.4,3.8,52,54,6.497,9.992,1954.7,0,0.1,0.1,0,0.296,14.741,18.63,55.2,36.3,616,55,0,0,-10.2,75
9.7.2024,50:23.2,4981,62.9,1.031,3848.2,144.5,3.8,52,54,6.167,10.056,1954.7,0,0.2,0.2,0,0.43,14.757,18.615,55.1,36.3,616,55,0.03,0,-9.15,75
9.7.2024,50:25.2,4982,62.9,1.01,3756.6,149.7,3.8,52,54,6.386,10.017,1954.7,0,0.1,0.1,0,0.224,14.764,18.615,55.1,36.3,616,55,0.059,0,-9.3,75
9.7.2024,50:27.2,4982,62.9,1.031,3848.2,143.3,3.8,52,54,6.356,9.925,1954.7,0,0.1,0.1,0,0.379,14.672,18.6,55.1,36.3,616,55,0.029,0.052,-11.265,75
9.7.2024,50:29.2,4981,62.9,1.031,3848.2,142.7,3.8,51,55,6.36,9.72,1954.7,0,0,0,0,0.276,14.767,18.6,55.1,36.3,616,55,0.029,0,-8.67,75
9.7.2024,50:31.2,4982,62.9,1.012,3756.6,143.8,3.8,52,55,6.286,9.804,1954.7,0,0.1,0.1,0,0.296,14.773,18.6,55.1,36.3,616,55,0.029,0.021,-8.955,75
9.7.2024,50:33.2,4981,62.9,1.012,3756.6,147.9,3.8,52,54,6.49,9.9,1954.7,0,0.2,0.2,0,0.286,14.775,18.585,55,36.3,616,55,0.088,0.034,-8.76,75
9.7.2024,50:35.2,4981,62.9,1.012,3756.6,144,3.8,52,54,6.358,9.923,1954.7,0,0.1,0.1,0,0.344,14.747,18.585,55,36.3,616,55,0.06,0,-8.34,75
9.7.2024,50:37.2,4980,62.9,1.012,3756.6,142.4,3.8,52,55,6.387,10.048,1954.7,0,0.1,0.1,0,0.384,14.7,18.585,55,36.3,616,55,0,0,-9.75,75
9.7.2024,50:39.2,4980,62.9,1.031,3848.2,143,3.8,52,54,6.355,9.87,1954.7,0,0.1,0.1,0,0.275,14.754,18.57,55,36.3,616,55,0.029,0,-9.45,75
9.7.2024,50:41.2,4980,62.9,1.012,3756.6,151.3,3.8,53,55,6.458,10.128,1954.7,0,0.4,0.4,0,0.462,14.637,18.57,55,36.3,616,55,0,0,-9.675,75
9.7.2024,50:43.2,4979,62.9,1.031,3848.2,146.6,3.8,53,55,6.352,10.008,1954.7,0,0.1,0.1,0,0.39,14.766,18.57,55,36.3,616,55,0.029,0,-8.52,75
9.7.2024,50:45.2,4979,62.9,1.031,3848.2,141.4,3.8,53,56,6.389,9.873,1954.7,0,0.1,0.1,0,0.297,14.765,18.555,54.9,36.3,616,55,0.059,0,-8.46,75
9.7.2024,50:47.2,4979,62.9,1.033,3848.2,135.1,3.8,58,63,6.116,9.7,1954.7,0,0.2,0.2,0,0.285,14.668,18.555,54.9,36.3,616,55,0,0,-8.475,75
9.7.2024,50:49.2,4979,62.9,1.012,3756.6,133,3.8,52,56,6.228,9.811,1954.7,0.1,0.1,0.2,0.065,0.305,14.767,18.54,54.9,36.3,616,55,2.829,0.034,-8.22,75
9.7.2024,50:51.2,4979,62.9,1.031,3848.2,144.1,3.8,52,55,6.422,9.86,1954.7,0,0.1,0.1,0,0.277,14.752,18.54,54.9,36.3,616,55,2.741,0,-8.265,75
9.7.2024,50:53.2,4978,62.9,1.012,3756.6,152.9,3.8,53,55,6.378,10.124,1954.7,0,0.1,0.1,0,0.326,14.766,18.54,54.9,36.3,616,55,0.029,0,-8.595,75
9.7.2024,50:55.2,4978,62.9,1.031,3848.2,149.4,3.8,53,56,6.272,9.97,1954.7,0,0.2,0.2,0,0.363,14.757,18.525,54.8,36.3,616,55,0.059,0,-8.82,75
9.7.2024,50:57.2,4977,62.8,1.013,3756.6,154.5,3.8,54,55,6.729,10.331,1954.7,0.2,0.5,0.7,0.057,1.214,14.719,18.525,54.8,36.3,616,55,0,0,-11.895,75
9.7.2024,50:59.2,4978,62.8,1.031,3848.2,146.6,3.8,53,56,6.557,9.914,1954.7,0,0.1,0.1,0,0.279,14.627,18.525,54.8,36.3,616,55,0.029,0,-9.27,75
9.7.2024,51:01.2,4977,62.8,1.012,3756.6,152.6,3.8,52,55,6.489,10.098,1954.7,0,0.1,0.1,0,0.372,14.74,18.51,54.8,36.3,616,55,0.024,0,-10.005,75
9.7.2024,51:03.2,4981,62.9,0.994,3665,145.1,3.8,52,54,6.471,9.927,1954.7,0,0.1,0.1,0,0.216,14.75,18.51,54.8,36.3,616,55,0.087,0,-9.165,70
9.7.2024,51:05.2,4981,62.9,1.031,3848.2,156.6,3.8,54,55,6.784,10.198,1954.7,0,0.1,0.1,0,0.384,14.751,18.51,54.8,36.3,616,55,0.059,0.034,-8.355,70
9.7.2024,51:07.2,4981,62.9,1.031,3848.2,145.4,3.8,52,55,6.162,9.999,1954.7,0,0.2,0.2,0,0.318,14.735,18.495,54.8,36.3,616,55,0,0,-9.75,70
9.7.2024,51:09.2,4981,62.9,1.031,3848.2,159,3.8,53,55,6.428,10.143,1954.7,0,0.1,0.1,0,0.275,14.75,18.495,54.8,36.3,616,55,0.029,0,-10.08,70
9.7.2024,51:11.2,4979,62.9,0.994,3665,161.6,3.8,53,55,6.698,10.333,1954.7,0,0.1,0.1,0,0.354,14.712,18.48,54.7,36.3,616,55,0.042,0.068,-9.735,70
9.7.2024,51:13.2,4979,62.9,1.012,3756.6,148.3,3.8,53,55,6.477,10.079,1954.7,0,0.2,0.2,0,0.316,14.747,18.48,54.7,36.3,616,55,0.029,0,-8.385,70
9.7.2024,51:15.2,4979,62.9,1.012,3756.6,142.5,3.8,53,55,6.44,9.935,1954.7,0,0.1,0.1,0,0.352,14.713,18.48,54.7,36.3,616,55,0.088,0.021,-8.55,70
9.7.2024,51:17.2,4979,62.9,1.031,3848.2,142.7,3.8,53,56,6.427,9.899,1954.7,0,0.1,0.1,0,0.308,14.738,18.465,54.7,36.3,616,55,0,0,-9.015,70
9.7.2024,51:19.2,4979,62.9,1.012,3756.6,145.3,3.8,53,55,6.501,10.027,1954.7,0,0.1,0.1,0,0.356,14.768,18.465,54.7,36.3,616,55,0.088,0.034,-9.06,70
9.7.2024,51:21.2,4978,62.8,1.031,3848.2,143.5,3.8,54,56,6.292,9.884,1954.7,0,0.1,0.1,0,0.21,14.696,18.465,54.7,36.3,616,55,2.741,0,-11.985,70
9.7.2024,51:23.2,4978,62.9,1.031,3848.2,152.5,3.8,53,55,6.665,10.299,1954.7,0,0.2,0.2,0,0.442,14.76,18.45,54.6,36.3,616,55,0.029,0,-8.655,70
9.7.2024,51:25.2,4978,62.9,0.994,3665,152.4,3.8,53,56,6.54,10.022,1954.7,0,0.1,0.1,0,0.21,14.737,18.45,54.6,36.3,616,55,2.8,0.126,-11.76,70
9.7.2024,51:27.2,4978,62.8,1.012,3756.6,144.2,3.8,53,55,6.464,10.045,1954.7,0,0.1,0.1,0,0.385,14.737,18.45,54.6,36.3,616,55,0,0,-8.79,70
9.7.2024,51:29.2,4977,62.8,0.994,3665,144.5,3.8,54,56,6.524,10.025,1954.7,0,0.2,0.2,0,0.361,14.742,18.435,54.6,36.3,616,55,0,0,-8.4,70
9.7.2024,51:31.2,4976,62.8,1.012,3756.6,145,3.8,53,55,6.245,9.954,1954.7,0,0.2,0.2,0,0.294,14.529,18.435,54.6,36.3,616,55,0,0,-10.005,70
9.7.2024,51:33.2,4976,62.8,1.012,3756.6,147.3,3.8,54,56,6.477,9.994,1954.7,0,0.1,0.1,0,0.349,14.794,18.42,54.5,36.3,616,55,0.088,0,-8.73,70
9.7.2024,51:35.2,4976,62.8,1.012,3756.6,142.6,3.8,54,56,6.28,9.868,1954.7,0,0.1,0.1,0,0.289,14.702,18.42,54.5,36.3,616,55,0.029,0.034,-8.79,70
9.7.2024,51:37.3,4975,62.8,1.032,3848.2,223.5,3.8,55,58,7.546,11.29,1954.7,0,0.1,0.1,0,0.372,14.198,18.42,54.5,36.3,616,55,4.092,0.659,-9.855,70
9.7.2024,51:39.2,4978,62.8,0.995,3665,175.2,3.8,58,68,6.503,10.241,1954.7,0,0.5,0.5,0,0.253,14.734,18.405,54.5,36.3,616,55,0.03,0,-9.93,70
9.7.2024,51:41.2,4977,62.8,1.031,3848.2,169.3,3.8,54,55,6.525,10.143,1954.7,0,0.1,0.1,0,0.185,14.74,18.405,54.5,36.3,616,55,0,0,-10.02,70
9.7.2024,51:43.2,4978,62.8,1.013,3756.6,149.6,3.8,54,55,6.486,10.148,1954.7,0,0.1,0.1,0,0.349,14.757,18.405,54.5,36.3,616,55,0.029,0,-8.34,70
9.7.2024,51:45.2,4980,62.9,1.013,3756.6,277.9,3.8,56,57,8.649,12.674,1954.7,0,0.2,0.2,0.016,0.45,14.671,18.39,54.4,36.3,616,55,0.059,0,-11.175,70
9.7.2024,40:14.7,4938,62.4,1.012,3756.6,341.3,3.8,51,53,9.326,14.389,1954.7,0,0.6,0.6,0.002,0.709,14.73,20.4,60.4,36.3,616,55,0.059,0,-16.11,70
9.7.2024,40:16.7,4938,62.3,0.957,3481.7,226.7,3.8,51,53,7.867,12.412,1954.7,0.1,0.2,0.3,0.008,0.841,14.737,20.385,60.3,36.3,616,55,0.059,0.034,-12.33,70
9.7.2024,40:18.7,4938,62.3,1.012,3756.6,179,3.8,50,52,6.82,11.268,1954.7,0,0.2,0.2,0,0.441,14.783,20.385,60.3,36.3,616,55,0.029,0,-12.825,70
9.7.2024,40:20.7,4938,62.3,1.012,3756.6,140.7,3.8,50,53,6.379,10.507,1954.7,0,0.1,0.1,0,0.359,14.808,20.37,60.3,36.3,616,55,0,0,-11.565,70
9.7.2024,40:22.7,4937,62.3,1.012,3756.6,141.3,3.8,50,52,6.039,10.28,1954.7,0,0,0,0,0.274,14.622,20.37,60.3,36.3,616,55,2.771,0,-10.125,70
9.7.2024,40:24.7,4930,62.2,1.031,3848.2,144.7,3.8,51,52,6.231,10.51,1954.7,0,0.1,0.1,0,0.427,14.816,20.37,60.3,36.3,616,55,2.8,0,-9.03,70
9.7.2024,40:26.7,4929,62.2,1.012,3756.6,149.5,3.7,50,52,6.287,10.451,1954.7,0,0.1,0.1,0,0.236,14.845,20.355,60.3,36.3,616,55,0,0,-9.885,70
9.7.2024,40:28.7,4929,62.2,1.031,3848.2,136.9,3.7,51,52,6.231,10.323,1954.7,0,0.1,0.1,0,0.326,14.849,20.355,60.3,36.3,616,55,0.029,0,-9.225,70
9.7.2024,40:30.7,4928,62.2,1.012,3756.6,141.5,3.7,53,55,6.153,10.334,1954.7,0,0.1,0.1,0,0.411,14.787,20.355,60.3,36.3,616,55,0.059,0.034,-10.035,70
9.7.2024,40:32.7,4928,62.2,1.012,3756.6,126.3,3.7,53,60,6.082,9.879,1954.7,0,0.2,0.2,0,0.21,14.825,20.34,60.2,36.3,616,55,0.029,0,-9.285,70
9.7.2024,40:34.7,4927,62.2,1.012,3756.6,144.1,3.7,50,51,6.306,10.398,1954.7,0,0.2,0.2,0,0.366,14.728,20.34,60.2,36.3,616,55,0.059,0,-9.675,70
9.7.2024,40:36.7,4926,62.2,0.994,3665,141,3.7,49,51,6.541,10.15,1954.7,0,0.1,0.1,0,0.216,14.861,20.325,60.2,36.3,616,55,0,0,-9.165,70
9.7.2024,40:38.7,4926,62.2,1.012,3756.6,137.8,3.7,50,51,6.013,10.066,1954.7,0,0.1,0.1,0,0.39,14.816,20.325,60.2,36.3,616,55,0.029,0,-8.64,70
9.7.2024,40:40.7,4923,62.2,1.031,3848.2,145.7,3.7,49,51,6.431,10.23,1954.7,0,0.1,0.1,0,0.408,14.82,20.325,60.2,36.3,616,55,0,0,-10.425,70
9.7.2024,40:42.7,4923,62.2,0.993,3665,139.6,3.7,49,50,6.075,10.172,1954.7,0,0.1,0.1,0,0.293,14.794,20.31,60.1,36.3,616,55,0.029,0,-8.625,70
9.7.2024,40:44.7,4923,62.2,1.01,3756.6,142.3,3.7,50,51,6.338,10.137,1954.7,0,0.1,0.1,0,0.226,14.755,20.31,60.1,36.3,616,55,0.059,0,-9.18,70
9.7.2024,40:46.7,4922,62.1,0.994,3665,155.1,3.7,48,51,6.441,10.501,1954.7,0,0.1,0.1,0,0.382,14.82,20.31,60.1,36.3,616,55,0.059,0.034,-11.85,70
9.7.2024,40:48.7,4922,62.1,0.973,3573.4,138.6,3.7,48,50,6.375,10.143,1954.7,0,0.2,0.2,0,0.315,14.816,20.295,60.1,36.3,616,55,0.029,0,-8.865,70
9.7.2024,40:50.7,4921,62.1,1.029,3848.2,143.2,3.7,50,53,6.341,10.229,1954.7,0,0.1,0.1,0,0.354,14.768,20.295,60.1,36.3,616,55,0,0,-8.88,70
9.7.2024,40:52.7,4920,62.1,1.012,3756.6,139,3.7,48,51,6.298,10.025,1954.7,0,0.1,0.1,0,0.278,14.811,20.295,60.1,36.3,616,55,0.029,0,-8.745,70
9.7.2024,40:54.7,4918,62.1,1.031,3848.2,148,3.7,50,52,6.537,10.429,1954.7,0,0.1,0.1,0,0.382,14.831,20.28,60,36.3,616,55,2.8,0,-9.045,70
9.7.2024,40:56.7,4918,62.1,1.031,3848.2,143.2,3.7,48,50,6.235,10.165,1954.7,0,0.1,0.1,0,0.21,14.803,20.28,60,36.3,616,55,0,0,-9.45,70
9.7.2024,40:58.7,4918,62.1,1.012,3756.6,145.2,3.7,48,50,6.351,10.271,1954.7,0,0.1,0.1,0,0.43,14.853,20.265,60,36.3,616,55,2.749,0,-9.165,70
9.7.2024,41:00.7,4917,62.1,1.031,3848.2,148.9,3.7,48,50,6.329,10.183,1954.7,0,0,0,0,0.209,14.761,20.265,60,36.3,616,55,0.059,0.034,-10.545,70
9.7.2024,41:02.7,4917,62.1,1.012,3756.6,144.5,3.7,49,51,6.211,10.134,1954.7,0,0,0,0,0.277,14.816,20.265,60,36.3,616,55,0.053,0,-12.24,70
9.7.2024,41:04.7,4917,62.1,1.012,3756.6,138.7,3.7,48,50,6.371,10.301,1954.7,0,0.3,0.3,0,0.389,14.829,20.25,59.9,36.3,616,55,0.059,0,-11.445,70
9.7.2024,41:06.7,4917,62.1,1.012,3756.6,142.8,3.7,48,50,6.019,10.091,1954.7,0,0.1,0.1,0,0.278,14.71,20.25,59.9,36.3,616,55,0,0,-9.48,70
9.7.2024,41:08.7,4917,62.1,0.975,3573.4,137.6,3.7,48,50,6.003,10.111,1954.7,0,0.2,0.2,0,0.418,14.778,20.25,59.9,36.3,616,55,0.071,0.094,-8.955,70
9.7.2024,41:10.7,4920,62.1,1.012,3756.6,174,3.7,49,51,6.828,10.829,1954.7,0,0.1,0.1,0,0.313,14.804,20.235,59.9,36.3,616,55,0,0.026,-10.23,70
