Date,Time,Physical Memory Used [MB],Physical Memory Load [%],Core VIDs (avg) [V],Core Clocks (avg) [MHz],Core Effective Clocks (avg) [MHz],Total CPU Usage [%],Core Temperatures (avg),CPU Package,CPU Package Power [W],Total System Power [W],Memory Clock [MHz],Read Activity [%],Write Activity [%],Total Activity [%],Read Rate [MB/s],Write Rate [MB/s],Battery Voltage [V],Remaining Capacity [Wh],Charge Level [%],Wear Level [%],Total DL [MB],Total UP [MB],Current DL rate [KB/s],Current UP rate [KB/s],Charge Rate [W],Battery_Percentage
9.7.2024,38:44.8,5193,65.6,1.012,3756.6,150.4,4.6,51,53,6.559,10.613,1954.7,0,0.1,0.1,0.002,0.287,14.007,11.745,34.8,36.3,619,56,0.087,0,-13.245,85
9.7.2024,38:46.8,5192,65.6,1.012,3756.6,141.9,4.6,51,53,6.441,10.405,1954.7,0,0.1,0.1,0,0.355,14.448,11.745,34.8,36.3,619,56,0.088,0.034,-10.44,85
9.7.2024,38:48.8,5192,65.6,1.008,3756.6,165.2,4.6,51,53,6.609,10.637,1954.7,0,0.1,0.1,0,0.33,14.394,11.73,34.7,36.3,619,56,2.999,0.72,-8.97,85
9.7.2024,38:50.8,5192,65.5,0.992,3665,204.2,4.6,51,54,7.664,11.648,1954.7,0,0.3,0.3,0.008,0.541,14.213,11.73,34.7,36.3,619,56,0.042,0.068,-10.695,85
9.7.2024,38:52.8,5192,65.6,1.01,3756.6,144.5,4.6,50,53,6.176,10.347,1954.7,0,0,0,0,0.209,14.431,11.73,34.7,36.3,619,56,0.058,0,-9.15,85
9.7.2024,38:54.8,5191,65.5,1.01,3756.6,175.3,4.6,51,53,7.448,11.219,1954.7,0,0.3,0.3,0,0.483,14.34,11.715,34.7,36.3,619,56,0,0,-10.515,85
9.7.2024,38:56.8,5190,65.5,1.01,3756.6,140.4,4.5,50,53,6.162,10.285,1954.7,0,0,0,0,0.21,14.425,11.715,34.7,36.3,619,56,0.024,0,-11.61,85
9.7.2024,38:58.8,5191,65.5,0.991,3665,163.1,4.5,51,53,6.435,10.761,1954.7,0,0.1,0.1,0,0.292,14.226,11.7,34.6,36.3,619,56,0.088,0,-10.035,85
9.7.2024,39:00.8,5192,65.6,1.01,3756.6,191,4.5,51,52,7.003,11.414,1954.7,0,0.1,0.1,0,0.351,14.14,11.7,34.6,36.3,619,56,0.029,0.026,-12.66,85
9.7.2024,39:02.8,5192,65.6,1.01,3756.6,196.8,4.5,52,54,7.418,11.396,1954.7,0,0,0,0,0.211,14.337,11.685,34.6,36.3,619,56,0.088,0.034,-12.405,85
9.7.2024,39:04.8,5193,65.6,1.012,3756.6,169.6,4.5,50,53,6.901,11.322,1954.7,0,0.2,0.2,0.002,0.421,14.346,11.685,34.6,36.3,619,56,0,0,-9.975,85
9.7.2024,39:06.8,5194,65.6,1.031,3848.2,140.9,4.5,51,53,5.912,10.336,1954.7,0,0.1,0.1,0,0.277,14.343,11.67,34.5,36.3,619,56,0,0,-9.12,85
9.7.2024,39:08.8,5230,66,0.976,3573.4,332.2,4.5,53,54,9.979,15.535,1954.7,15.6,0.3,15.9,16.117,0.581,14.028,11.67,34.5,36.3,619,56,6.445,1.5,-22.74,85
9.7.2024,39:10.8,5243,66.2,0.994,3665,295,4.5,58,62,9.249,13.707,1954.7,3.2,0.4,3.6,2.862,0.677,14.432,11.655,34.5,36.3,619,56,9.414,4.174,-10.155,85
9.7.2024,39:12.9,5232,66.1,0.994,3665,151.2,4.5,52,53,6.417,10.496,1954.7,0,0.1,0.1,0,0.34,14.435,11.655,34.5,36.3,619,56,0.132,0.026,-9.42,85
9.7.2024,39:14.8,5233,66.1,1.011,3756.6,159.2,4.5,51,53,6.283,10.468,1954.7,0,0.1,0.1,0,0.339,14.39,11.655,34.5,36.3,619,56,0,0,-10.335,85
9.7.2024,39:16.8,5233,66.1,1.012,3756.6,160.4,4.4,51,53,6.701,10.776,1954.7,0,0.1,0.1,0,0.293,14.371,11.64,34.5,36.3,619,56,0.059,0.034,-11.31,85
9.7.2024,39:18.8,5235,66.1,1.012,3756.6,163.2,4.4,50,53,6.486,10.528,1954.7,0,0.1,0.1,0,0.308,14.338,11.64,34.5,36.3,619,56,0.117,0,-9.885,85
9.7.2024,39:20.8,5233,66.1,0.994,3665,146.8,4.4,52,53,6.507,10.507,1954.7,0,0.1,0.2,0.016,0.452,14.438,11.625,34.4,36.3,619,56,0,0,-9.915,85
9.7.2024,39:22.8,5233,66.1,0.976,3573.4,145.7,4.4,52,56,6.417,10.44,1954.7,0.1,0.1,0.2,0.001,0.381,14.331,11.625,34.4,36.3,619,56,0.03,0,-9.51,85
9.7.2024,39:24.8,5234,66.1,0.957,3481.7,276.1,4.4,52,54,8.493,13.055,1954.7,0,0.4,0.4,0.032,0.611,14.071,11.625,34.4,36.3,619,56,0,0,-10.32,85
9.7.2024,29:46.5,5203,65.7,0.955,3481.7,200,4.4,66,73,7.297,11.082,1954.7,0,0.1,0.1,0.014,0.212,14.511,13.635,40.4,36.3,619,56,0,0,-8.94,85
9.7.2024,29:48.6,5214,65.8,0.992,3665,341.4,4.4,57,58,9.656,13.952,1954.7,0,0.5,0.5,0,1.131,14.107,13.62,40.3,36.3,619,56,2.829,0,-14.745,85
9.7.2024,29:50.6,5215,65.8,0.956,3481.7,178.3,4.4,60,61,7.726,11.422,1954.7,0,0.5,0.5,0.032,0.474,14.467,13.62,40.3,36.3,619,56,2.741,0,-10.485,85
9.7.2024,29:52.5,5214,65.8,1.013,3756.6,152,4.4,55,57,6.997,10.933,1954.7,0,0.4,0.4,0,0.397,14.565,13.605,40.3,36.3,619,56,0.029,0,-10.17,85
9.7.2024,29:54.5,5212,65.8,1.029,3848.2,145.6,4.4,54,55,6.515,10.395,1954.7,0,0.1,0.1,0,0.234,14.515,13.605,40.3,36.3,619,56,0,0,-9.57,85
9.7.2024,29:56.5,5211,65.8,1.012,3756.6,148.3,4.4,54,56,6.698,10.536,1954.7,0,0.1,0.1,0,0.421,14.514,13.605,40.3,36.3,619,56,0,0,-9.15,85
9.7.2024,29:58.5,5210,65.8,1.031,3848.2,142.4,4.4,54,55,6.346,10.274,1954.7,0,0.1,0.1,0,0.222,14.536,13.59,40.2,36.3,619,56,0.054,0.027,-10.365,85
9.7.2024,30:00.6,5208,65.8,1.012,3756.6,189.7,4.4,53,56,7.292,11.39,1954.7,0.2,1,1.2,0.09,1.164,14.542,13.59,40.2,36.3,619,56,0.058,0.034,-11.985,85
9.7.2024,30:02.6,5209,65.8,1.012,3756.6,144,4.4,54,55,6.388,10.384,1954.7,0,0.2,0.2,0,0.301,14.584,13.59,40.2,36.3,619,56,0.029,0,-12.555,85
9.7.2024,30:04.6,5210,65.8,1.031,3848.2,141.4,4.4,52,56,6.615,10.256,1954.7,0,0.1,0.1,0,0.289,14.493,13.575,40.2,36.3,619,56,0.042,0.068,-8.895,85
9.7.2024,30:06.6,5210,65.8,1.012,3756.6,138.8,4.4,52,54,6.373,10.172,1954.7,0,0.1,0.1,0,0.287,14.537,13.575,40.2,36.3,619,56,0,0,-8.91,85
9.7.2024,30:08.5,5209,65.8,1.012,3756.6,141.9,4.4,52,54,6.468,10.428,1954.7,0,0.4,0.4,0,0.729,14.573,13.56,40.1,36.3,619,56,0.089,0.021,-9.105,85
9.7.2024,30:10.5,5209,65.8,1.031,3848.2,150.8,4.4,51,53,6.232,10.361,1954.7,0,0,0,0,0.275,14.519,13.56,40.1,36.3,619,56,0,0,-9.3,85
9.7.2024,30:12.5,5209,65.8,1.031,3848.2,138.5,4.4,51,53,6.399,10.252,1954.7,0,0.1,0.1,0,0.247,14.583,13.56,40.1,36.3,619,56,0.029,0,-9.105,85
9.7.2024,30:14.6,5209,65.8,1.031,3848.2,141.3,4.4,51,53,6.401,10.231,1954.7,0,0.1,0.1,0,0.353,14.498,13.545,40.1,36.3,619,56,0.059,0.034,-13.215,85
9.7.2024,30:16.6,5209,65.8,1.012,3756.6,144.6,4.4,51,54,6.499,10.423,1954.7,0.2,0.1,0.3,0.263,0.252,14.551,13.545,40.1,36.3,619,56,0,0,-12.135,85
9.7.2024,30:18.5,5208,65.8,1.012,3756.6,145.5,4.4,51,53,6.445,10.348,1954.7,0,0.1,0.1,0,0.368,14.468,13.53,40.1,36.3,619,56,0.089,0,-10.635,85
9.7.2024,30:20.5,5208,65.8,1.031,3848.2,142.6,4.4,51,54,6.303,10.422,1954.7,0,0.1,0.1,0.032,0.293,14.285,13.53,40.1,36.3,619,56,2.741,0,-9.465,85
9.7.2024,30:22.5,5206,65.7,1.031,3848.2,146.7,4.4,50,53,6.414,10.416,1954.7,0,0.1,0.1,0,0.449,14.532,13.53,40.1,36.3,619,56,0.029,0,-9.12,85
9.7.2024,30:24.6,5207,65.7,1.031,3848.2,162.2,4.4,51,53,6.974,10.85,1954.7,0,0.3,0.3,0.032,0.333,14.486,13.515,40,36.3,619,56,6.633,1.125,-9.825,85
9.7.2024,30:26.6,5207,65.7,1.031,3848.2,192.1,4.4,50,53,7.313,10.899,1954.7,0,0.1,0.1,0,0.367,14.534,13.515,40,36.3,619,56,0,0,-8.73,85
9.7.2024,30:28.6,5207,65.7,1.031,3848.2,142.9,4.4,51,53,6.093,10.19,1954.7,0,0.1,0.1,0,0.308,14.583,13.515,40,36.3,619,56,0.087,0,-9.3,85
9.7.2024,30:30.6,5207,65.7,1.031,3848.2,141,4.4,52,54,6.521,10.203,1954.7,0,0.1,0.2,0.016,0.322,14.554,13.5,40,36.3,619,56,0.058,0.034,-8.76,85
9.7.2024,30:32.6,5206,65.7,0.994,3665,137,4.4,56,61,6.062,9.931,1954.7,0,0.1,0.1,0,0.286,14.489,13.5,40,36.3,619,56,0.03,0,-8.82,85
9.7.2024,30:34.6,5206,65.7,0.975,3573.4,128,4.4,50,52,6.059,9.851,1954.7,0,0.1,0.1,0,0.226,14.548,13.485,39.9,36.3,619,56,0,0,-9,85
9.7.2024,30:36.6,5205,65.7,1.01,3756.6,141.2,4.3,50,52,6.428,10.059,1954.7,0,0,0,0,0.21,14.39,13.485,39.9,36.3,619,56,0,0,-8.985,85
9.7.2024,30:38.6,5203,65.7,1.031,3848.2,143,4.3,50,52,6.485,10.337,1954.7,0,0.1,0.1,0,0.322,14.556,13.485,39.9,36.3,619,56,0.199,0.103,-9.435,85
9.7.2024,30:40.6,5204,65.7,1.012,3756.6,149.3,4.3,50,52,6.683,10.498,1954.7,0,0.2,0.2,0.032,0.488,14.415,13.47,39.9,36.3,619,56,0,0,-10.215,85
9.7.2024,30:42.6,5204,65.7,1.031,3848.2,150.1,4.3,50,52,6.31,10.657,1954.7,0.4,0.2,0.5,0.405,0.333,14.505,13.47,39.9,36.3,619,56,0.029,0,-10.23,85
9.7.2024,30:44.6,5203,65.7,1.012,3756.6,141.6,4.3,50,52,6.092,10.118,1954.7,0,0.1,0.1,0,0.303,14.485,13.47,39.9,36.3,619,56,0.059,0.034,-9.84,85
9.7.2024,30:46.6,5202,65.7,0.974,3573.4,153.6,4.3,50,52,6.561,10.434,1954.7,0,0.1,0.1,0,0.432,14.513,13.455,39.8,36.3,619,56,0,0,-10.125,85
9.7.2024,30:48.6,5204,65.7,1.012,3756.6,183.2,4.3,50,52,6.968,11.214,1954.7,0,0.2,0.2,0,0.359,14.291,13.455,39.8,36.3,619,56,0.088,0,-10.8,85
9.7.2024,30:50.6,5203,65.7,0.994,3665,187.9,4.3,51,52,7.097,11.177,1954.7,0,0,0,0,0.209,14.263,13.44,39.8,36.3,619,56,0,0,-9.63,85
9.7.2024,30:52.6,5203,65.7,1.031,3848.2,154.5,4.3,50,52,6.54,10.615,1954.7,0,0.1,0.1,0,0.409,14.549,13.44,39.8,36.3,619,56,0.029,0,-9.195,85
9.7.2024,30:54.6,5202,65.7,0.994,3665,156.7,4.3,49,51,6.331,10.465,1954.7,0,0.1,0.1,0,0.288,14.506,13.425,39.7,36.3,619,56,2.721,0,-8.925,85
9.7.2024,30:56.6,5200,65.7,0.994,3665,155.6,4.3,50,52,6.559,10.481,1954.7,0,0.2,0.2,0,0.36,14.534,13.425,39.7,36.3,619,56,2.741,0,-8.79,80
9.7.2024,30:58.6,5201,65.7,1.01,3756.6,161.6,4.3,50,51,6.514,10.469,1954.7,0,0.1,0.1,0,0.3,14.534,13.425,39.7,36.3,619,56,0.112,0.026,-9.375,80
9.7.2024,31:04.6,5203,65.7,1.031,3848.2,134.3,4.3,49,51,5.992,10.106,1954.7,0,0.2,0.2,0,0.451,14.53,13.395,39.7,36.3,619,56,0,0,-8.7,80
9.7.2024,31:06.6,5203,65.7,1.012,3756.6,155.1,4.3,50,52,6.581,10.401,1954.7,0,0,0,0,0.21,14.577,13.395,39.7,36.3,619,56,0,0,-8.73,80
9.7.2024,31:08.6,5203,65.7,1.031,3848.2,142.6,4.3,48,51,6.595,10.359,1954.7,0,0.1,0.1,0,0.399,14.536,13.395,39.7,36.3,619,56,0.088,0,-8.715,80
9.7.2024,31:10.6,5204,65.7,1.012,3756.6,178.3,4.3,49,51,6.831,10.901,1954.7,0,0.1,0.1,0.008,0.303,14.573,13.38,39.6,36.3,619,56,0,0,-9.675,80
9.7.2024,31:12.6,5203,65.7,1.009,3756.6,142.7,4.3,50,51,6.164,10.166,1954.7,0,0.2,0.2,0,0.468,14.575,13.38,39.6,36.3,619,56,0.029,0,-9.945,80
9.7.2024,31:14.6,5203,65.7,1.012,3756.6,146.5,4.3,49,51,6.078,10.237,1954.7,0,0.1,0.1,0,0.341,14.481,13.38,39.6,36.3,619,56,0.059,0.034,-12.585,80
9.7.2024,31:16.6,5203,65.7,1.012,3756.6,144.7,4.3,49,52,6.319,10.124,1954.7,0,0.1,0.1,0.049,0.268,14.327,13.365,39.6,36.3,619,56,0,0,-10.695,80
9.7.2024,31:18.6,5203,65.7,1.012,3756.6,143.9,4.3,51,53,6.241,10.267,1954.7,0,0.1,0.1,0,0.453,14.556,13.365,39.6,36.3,619,56,0.129,0.068,-9.585,80
9.7.2024,31:20.6,5203,65.7,1.012,3756.6,127.5,4.3,52,61,5.926,9.731,1954.7,0,0.1,0.1,0,0.158,14.5,13.35,39.5,36.3,619,56,0,0,-8.91,80
9.7.2024,31:22.6,5202,65.7,1.012,3756.6,142.4,4.2,48,51,6.165,10.117,1954.7,0,0.1,0.1,0,0.295,14.556,13.35,39.5,36.3,619,56,0.029,0,-9.285,80
9.7.2024,31:24.6,5202,65.7,1.012,3756.6,142.4,4.2,48,50,6.076,10.112,1954.7,0,0,0,0,0.21,14.518,13.35,39.5,36.3,619,56,0.029,0.02,-8.865,80
9.7.2024,31:26.6,5202,65.7,1.01,3756.6,160.3,4.2,49,51,6.533,10.481,1954.7,0,0.1,0.1,0,0.501,14.56,13.335,39.5,36.3,619,56,2.721,0,-9.255,80
9.7.2024,31:28.6,5202,65.7,1.012,3756.6,161.2,4.2,48,51,6.399,10.296,1954.7,0,0.1,0.1,0,0.322,14.548,13.335,39.5,36.3,619,56,0.089,0,-8.91,80
9.7.2024,31:30.6,5203,65.7,1.012,3756.6,147.6,4.2,49,51,6.587,10.277,1954.7,0,0.2,0.2,0,0.356,14.54,13.32,39.4,36.3,619,56,2.8,0.034,-8.55,80
9.7.2024,31:32.6,5202,65.7,1.029,3848.2,142.6,4.2,50,50,6.301,10.12,1954.7,0,0.2,0.2,0,0.305,14.521,13.32,39.4,36.3,619,56,0.029,0,-8.79,80
9.7.2024,20:10.1,5202,65.7,1.012,3756.6,228.5,4.2,52,53,7.578,11.674,1954.7,0.1,0.3,0.4,0.034,0.651,14.455,15.33,45.4,36.3,618,56,0,0,-20.37,80
9.7.2024,20:12.1,5201,65.7,1.012,3756.6,360.5,4.2,52,54,9.398,14.193,1954.7,0,0.2,0.2,0,0.816,14.626,15.315,45.3,36.3,618,56,0.059,0.034,-11.565,80
9.7.2024,20:14.1,5200,65.7,1.013,3756.6,175.9,4.2,56,64,6.711,11.134,1954.7,0,0.2,0.2,0.016,0.344,14.623,15.315,45.3,36.3,618,56,0,0,-9.525,80
9.7.2024,20:16.1,5199,65.6,1.029,3848.2,207.4,4.2,52,53,7.301,11.634,1954.7,0,0.1,0.1,0,0.163,14.624,15.3,45.3,36.3,618,56,0,0,-10.02,80
9.7.2024,20:18.1,5196,65.6,1.012,3756.6,315.3,4.2,50,52,8.6,13.319,1954.7,0,0.1,0.1,0,0.279,14.622,15.3,45.3,36.3,618,56,0.088,0,-11.07,80
9.7.2024,20:20.1,5196,65.6,0.994,3665,156.5,4.2,50,52,6.301,10.532,1954.7,0,0.3,0.3,0,0.44,14.596,15.285,45.2,36.3,618,56,0,0,-9.225,80
9.7.2024,20:22.1,5196,65.6,1.012,3756.6,190.9,4.2,51,53,6.858,11.261,1954.7,0,0.1,0.1,0,0.447,14.634,15.285,45.2,36.3,618,56,0,0,-10.38,80
9.7.2024,20:24.1,5196,65.6,1.031,3848.2,144.6,4.2,50,52,6.388,10.345,1954.7,0,0.1,0.1,0,0.302,14.678,15.285,45.2,36.3,618,56,0.029,0,-9.09,80
9.7.2024,20:26.1,5195,65.6,1.012,3756.6,153.8,4.2,49,52,6.547,10.328,1954.7,0,0.1,0.1,0,0.342,14.622,15.27,45.2,36.3,618,56,0.059,0.026,-8.97,80
9.7.2024,20:28.1,5193,65.6,1.031,3848.2,152,4.2,50,53,6.43,10.357,1954.7,0,0.1,0.1,0,0.301,14.608,15.27,45.2,36.3,618,56,2.837,0.06,-8.91,80
9.7.2024,20:30.1,5192,65.6,1.031,3848.2,148.8,4.2,49,51,6.094,10.254,1954.7,0,0.1,0.1,0,0.311,14.619,15.27,45.2,36.3,618,56,2.762,0,-10.26,80
9.7.2024,20:32.1,5192,65.5,1.012,3756.6,142.8,4.2,50,52,6.411,10.155,1954.7,0,0.1,0.1,0,0.291,14.641,15.255,45.2,36.3,618,56,0,0,-10.74,80
9.7.2024,20:34.1,5191,65.5,1.01,3756.6,146.2,4.2,50,52,6.328,10.171,1954.7,0,0.1,0.1,0,0.358,14.554,15.255,45.2,36.3,618,56,0.029,0,-12.675,80
9.7.2024,20:36.1,5191,65.5,1.031,3848.2,145.2,4.2,50,51,6.191,10.353,1954.7,0,0.3,0.3,0,0.342,14.605,15.255,45.2,36.3,618,56,0,0,-12.99,80
9.7.2024,20:38.1,5191,65.5,0.994,3665,138.6,4.2,49,52,6.314,10.112,1954.7,0,0,0,0,0.209,14.357,15.24,45.1,36.3,618,56,0.087,0,-11.895,80
9.7.2024,20:40.1,5191,65.5,1.031,3848.2,149.9,4.2,49,51,6.333,10.447,1954.7,0,0.2,0.2,0,0.458,14.595,15.24,45.1,36.3,618,56,0,0,-9.78,80
9.7.2024,20:42.2,5190,65.5,1.012,3756.6,139.6,4.2,49,52,6.151,10.044,1954.7,0,0,0,0,0.21,14.688,15.225,45.1,36.3,618,56,0.059,0.034,-8.52,80
9.7.2024,20:44.2,5189,65.5,1.012,3756.6,142.7,4.2,49,52,6.174,10.141,1954.7,0,0.1,0.1,0,0.246,14.632,15.225,45.1,36.3,618,56,0.029,0,-8.76,80
9.7.2024,20:46.2,5189,65.5,0.975,3573.4,141.3,4.2,49,51,6.147,10.096,1954.7,0,0.1,0.1,0,0.419,14.583,15.225,45.1,36.3,618,56,0,0,-9.285,80
9.7.2024,20:48.2,5189,65.5,1.012,3756.6,140.6,4.2,50,52,6.174,10.074,1954.7,0,0.1,0.1,0,0.343,14.685,15.21,45,36.3,618,56,0.088,0,-12.12,80
9.7.2024,20:50.2,5189,65.5,1.031,3848.2,142.9,4.2,49,51,6.62,10.229,1954.7,0,0.1,0.1,0,0.316,14.639,15.21,45,36.3,618,56,0,0,-10.905,80
9.7.2024,20:52.2,5189,65.5,1.031,3848.2,140.8,4.1,53,50,6.121,10.016,1954.7,0,0.1,0.1,0,0.307,14.57,15.195,45,36.3,618,56,0,0,-9.405,80
9.7.2024,20:54.2,5188,65.5,1.012,3756.6,143,4.1,53,52,6.495,10.39,1954.7,0,0.2,0.2,0,0.513,14.687,15.195,45,36.3,618,56,0,0,-8.94,80
9.7.2024,20:56.2,5187,65.5,1.012,3756.6,149.8,4.1,51,54,6.574,10.485,1954.7,0,0.1,0.1,0.033,0.318,14.638,15.195,45,36.3,618,56,0,0,-8.79,80
9.7.2024,20:58.2,5187,65.5,1.031,3848.2,146.8,4.1,50,52,6.37,10.225,1954.7,0,0.1,0.1,0,0.288,14.645,15.18,44.9,36.3,618,56,0.171,0.034,-9.135,80
9.7.2024,21:00.2,5187,65.5,0.994,3665,151.8,4.1,50,52,6.427,10.353,1954.7,0,0.1,0.1,0,0.368,14.66,15.18,44.9,36.3,618,56,2.741,0.026,-9.99,80
9.7.2024,21:02.2,5188,65.5,1.031,3848.2,134.1,4.1,53,65,5.988,9.889,1954.7,0,0.2,0.2,0,0.231,14.661,15.18,44.9,36.3,618,56,0,0,-9.315,80
9.7.2024,21:04.2,5187,65.5,1.012,3756.6,134.1,4.1,48,51,6.165,9.915,1954.7,0,0,0,0,0.178,14.62,15.165,44.9,36.3,618,56,2.749,0.026,-10.095,80
9.7.2024,21:06.2,5186,65.5,1.031,3848.2,144,4.1,48,51,6.397,10.325,1954.7,0,0.1,0.1,0,0.395,14.646,15.165,44.9,36.3,618,56,0,0.026,-9.33,80
9.7.2024,21:08.2,5186,65.5,0.976,3573.4,144.1,4.1,48,50,6.238,10.204,1954.7,0,0.1,0.1,0,0.253,14.506,15.165,44.9,36.3,618,56,0.088,0,-8.595,80
9.7.2024,21:10.2,5187,65.5,1.012,3756.6,170.2,4.1,48,51,7.002,10.871,1954.7,0,0.2,0.2,0,0.362,14.653,15.15,44.8,36.3,618,56,0,0,-12.285,80
9.7.2024,21:12.2,5190,65.5,1.029,3848.2,143.7,4.1,48,51,6.414,10.251,1954.7,0,0.1,0.1,0,0.373,14.623,15.15,44.8,36.3,618,56,0.059,0.034,-8.925,80
9.7.2024,21:14.2,5190,65.5,1.031,3848.2,139.9,4.1,48,50,6.267,10.156,1954.7,0,0.2,0.2,0,0.405,14.666,15.135,44.8,36.3,618,56,0.029,0,-8.775,80
9.7.2024,21:16.2,5190,65.5,1.012,3756.6,146.4,4.1,48,50,6.261,10.171,1954.7,0,0,0,0,0.211,14.677,15.135,44.8,36.3,618,56,0,0.042,-10.83,80
9.7.2024,21:18.2,5190,65.5,1.031,3848.2,144.8,4.1,48,52,6.399,10.132,1954.7,0,0.1,0.1,0,0.343,14.636,15.135,44.8,36.3,618,56,0.129,0.026,-8.655,80
9.7.2024,21:20.2,5190,65.5,1.031,3848.2,145.8,4.1,48,50,6.327,10.215,1954.7,0,0.1,0.1,0,0.306,14.646,15.12,44.8,36.3,618,56,0,0,-9.015,80
9.7.2024,21:22.2,5189,65.5,1.012,3756.6,153.1,4.1,49,50,6.448,10.276,1954.7,0,0,0,0,0.276,14.622,15.12,44.8,36.3,618,56,0.029,0.02,-10.635,80
9.7.2024,21:24.2,5189,65.5,1.031,3848.2,140.4,4.1,48,51,6.308,10.272,1954.7,0,0.2,0.2,0,0.501,14.663,15.105,44.7,36.3,618,56,0.029,0,-9.495,80
9.7.2024,21:26.2,5189,65.5,1.012,3756.6,148.5,4.1,48,50,6.068,10.106,1954.7,0,0.1,0.1,0,0.209,14.613,15.105,44.7,36.3,618,56,0,0,-8.805,80
9.7.2024,21:28.2,5189,65.5,1.031,3848.2,139.8,4.1,47,51,6.42,10.162,1954.7,0,0.1,0.1,0,0.358,14.643,15.105,44.7,36.3,618,56,0.148,0.034,-8.865,80
9.7.2024,21:30.2,5189,65.5,1.012,3756.6,159.8,4.1,48,50,6.673,10.649,1954.7,0,0.1,0.1,0,0.368,14.672,15.09,44.7,36.3,618,56,0,0,-9.195,80
9.7.2024,21:32.2,5188,65.5,1.031,3848.2,144.1,4.1,48,51,6.638,10.173,1954.7,0,0.1,0.1,0,0.29,14.632,15.09,44.7,36.3,618,56,0.029,0,-10.215,80
9.7.2024,21:34.2,5188,65.5,1.031,3848.2,140,4.1,48,51,6.308,10.134,1954.7,0,0.1,0.1,0,0.309,14.654,15.09,44.7,36.3,618,56,2.763,0,-11.16,80
9.7.2024,21:36.2,5188,65.5,1.012,3756.6,150.4,4.1,48,50,6.378,10.383,1954.7,0,0.1,0.1,0,0.423,14.362,15.075,44.6,36.3,618,56,2.763,0,-9.57,80
9.7.2024,21:38.2,5188,65.5,1.012,3756.6,168.3,4.1,48,50,6.719,10.698,1954.7,0,0.1,0.1,0,0.267,14.679,15.075,44.6,36.3,618,56,4.184,0.664,-9.795,80
9.7.2024,21:40.2,5188,65.5,1.012,3756.6,186.1,4.1,48,52,7.164,10.994,1954.7,0,0.2,0.2,0,0.489,14.633,15.06,44.6,36.3,618,56,0,0,-9.33,75
9.7.2024,21:42.2,5188,65.5,1.031,3848.2,145.1,4.1,48,51,6.357,10.137,1954.7,0,0,0,0,0.215,14.66,15.06,44.6,36.3,618,56,0.059,0.034,-9.45,75
9.7.2024,21:44.2,5188,65.5,0.994,3665,145.5,4.1,49,52,6.525,10.255,1954.7,0,0.1,0.1,0,0.393,14.624,15.06,44.6,36.3,618,56,0,0,-8.745,75
9.7.2024,21:46.1,5188,65.5,0.972,3573.4,145.2,4.1,49,52,6.462,10.095,1954.7,0,0.1,0.1,0,0.278,14.641,15.045,44.5,36.3,618,56,0,0,-8.415,75
9.7.2024,21:48.1,5187,65.5,0.974,3573.4,142.2,4,50,52,6.269,10.073,1954.7,0,0.1,0.1,0,0.213,14.619,15.045,44.5,36.3,618,56,0.088,0,-9.105,75
9.7.2024,21:50.1,5190,65.5,1.031,3848.2,130.5,4,52,61,6.072,10.053,1954.7,0,0.4,0.4,0,0.244,14.578,15.045,44.5,36.3,618,56,0,0,-9.48,75
9.7.2024,21:52.1,5190,65.5,1.031,3848.2,141.7,4,47,51,6.201,9.89,1954.7,0,0.1,0.1,0,0.276,14.645,15.03,44.5,36.3,618,56,0,0,-9.3,75
9.7.2024,21:54.1,5189,65.5,1.031,3848.2,166.8,4,48,51,6.751,10.432,1954.7,0,0.1,0.1,0,0.374,14.62,15.03,44.5,36.3,618,56,0.03,0,-8.64,75
9.7.2024,59:43.7,4993,63,1.012,3756.6,346.7,4,66,73,9.772,13.852,1954.7,0,0.2,0.2,0.002,0.663,14.71,17.025,50.4,36.3,616,55,0.029,0,-10.965,75
9.7.2024,59:45.7,5001,63.1,1.013,3756.6,257.9,4,57,59,8.18,12.303,1954.7,0,0.3,0.3,0.008,0.855,14.57,17.025,50.4,36.3,616,55,0.059,0,-14.97,75
9.7.2024,59:47.7,5005,63.2,0.992,3665,201.8,4,55,56,7.283,11.668,1954.7,0,0.1,0.2,0.016,0.482,14.713,17.01,50.4,36.3,616,55,0.029,0,-11.73,75
9.7.2024,59:49.7,4999,63.1,1.013,3756.6,154,4,56,57,6.694,10.375,1954.7,0,0.1,0.1,0,0.257,14.668,17.01,50.4,36.3,616,55,0,0,-8.715,75
9.7.2024,59:51.7,4999,63.1,1.013,3756.6,144.6,4,58,62,6.523,10.156,1954.7,0,0.2,0.2,0,0.353,14.617,17.01,50.4,36.3,616,55,0.059,0.034,-9.285,75
9.7.2024,59:53.7,4997,63.1,1.013,3756.6,144.2,4,58,57,6.505,9.943,1954.7,0,0.1,0.1,0,0.232,14.615,16.995,50.3,36.3,616,55,0.029,0,-11.955,75
9.7.2024,59:55.7,4997,63.1,1.012,3756.6,148,4,54,55,6.779,10.702,1954.7,0,0.2,0.2,0,0.491,14.608,16.995,50.3,36.3,616,55,0,0,-11.565,75
9.7.2024,59:57.7,4996,63.1,0.994,3665,139.4,4,53,56,6.469,10.373,1954.7,0,0.1,0.1,0,0.303,14.676,16.98,50.3,36.3,616,55,0.129,0.068,-12.855,75
