Date,Time,Virtual Memory Load [%],Physical Memory Used [MB],Physical Memory Available [MB],Physical Memory Load [%],Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],Uncore VID [V],SA VID [V],Core Clocks (avg) [MHz],Core 0 Clock [MHz],Core 1 Clock [MHz],Core 2 Clock [MHz],Core 3 Clock [MHz],Bus Clock [MHz],Ring/LLC Clock [MHz],Core Effective Clocks (avg) [MHz],Core 0 T0 Effective Clock [MHz],Core 0 T1 Effective Clock [MHz],Core 1 T0 Effective Clock [MHz],Core 1 T1 Effective Clock [MHz],Core 2 T0 Effective Clock [MHz],Core 2 T1 Effective Clock [MHz],Core 3 T0 Effective Clock [MHz],Core 3 T1 Effective Clock [MHz],Average Effective Clock [MHz],Core Usage (avg) [%],Core 0 T0 Usage [%],Core 0 T1 Usage [%],Core 1 T0 Usage [%],Core 1 T1 Usage [%],Core 2 T0 Usage [%],Core 2 T1 Usage [%],Core 3 T0 Usage [%],Core 3 T1 Usage [%],Max CPU/Thread Usage [%],Total CPU Usage [%],On-Demand Clock Modulation [%],Core Utility (avg) [%],Core 0 T0 Utility [%],Core 0 T1 Utility [%],Core 1 T0 Utility [%],Core 1 T1 Utility [%],Core 2 T0 Utility [%],Core 2 T1 Utility [%],Core 3 T0 Utility [%],Core 3 T1 Utility [%],Total CPU Utility [%],Core Ratios (avg) [x],Core 0 Ratio [x],Core 1 Ratio [x],Core 2 Ratio [x],Core 3 Ratio [x],Uncore Ratio [x],Core Temperatures (avg) [?],Core 0 [?],Core 1 [?],Core 2 [?],Core 3 [?],Core Distance to TjMAX (avg) [?],Core 0 Distance to TjMAX [?],Core 1 Distance to TjMAX [?],Core 2 Distance to TjMAX [?],Core 3 Distance to TjMAX [?],CPU Package [?],Core Max [?],Core Thermal Throttling (avg) [Yes/No],Core 0 Thermal Throttling [Yes/No],Core 1 Thermal Throttling [Yes/No],Core 2 Thermal Throttling [Yes/No],Core 3 Thermal Throttling [Yes/No],Core Critical Temperature (avg) [Yes/No],Core 0 Critical Temperature [Yes/No],Core 1 Critical Temperature [Yes/No],Core 2 Critical Temperature [Yes/No],Core 3 Critical Temperature [Yes/No],Core Power Limit Exceeded (avg) [Yes/No],Core 0 Power Limit Exceeded [Yes/No],Core 1 Power Limit Exceeded [Yes/No],Core 2 Power Limit Exceeded [Yes/No],Core 3 Power Limit Exceeded [Yes/No],Package/Ring Thermal Throttling [Yes/No],Package/Ring Critical Temperature [Yes/No],Package/Ring Power Limit Exceeded [Yes/No],CPU Package [?],CPU IA Cores [?],CPU GT Cores (Graphics) [?],iGPU VID [V],VR VCC Current (SVID IOUT) [A],CPU Package Power [W],IA Cores Power [W],GT Cores Power [W],Total System Power [W],System Agent Power [W],Rest-of-Chip Power [W],PCH Power [W],PL1 Power Limit (Static) [W],PL1 Power Limit (Dynamic) [W],PL2 Power Limit (Static) [W],PL2 Power Limit (Dynamic) [W],GPU Clock [MHz],GPU D3D Usage [%],GPU D3D Utilizations (avg) [%],GPU Video Decode 0 Usage [%],GPU Video Decode 1 Usage [%],GPU Video Processing 0 Usage [%],GPU Video Processing 1 Usage [%],GPU D3D Memory Dynamic [MB],Current cTDP Level [],Package C2 Residency [%],Core C0 Residency (avg) [%],Core 0 T0 C0 Residency [%],Core 0 T1 C0 Residency [%],Core 1 T0 C0 Residency [%],Core 1 T1 C0 Residency [%],Core 2 T0 C0 Residency [%],Core 2 T1 C0 Residency [%],Core 3 T0 C0 Residency [%],Core 3 T1 C0 Residency [%],Core C7 Residency (avg) [%],Core 0 C7 Residency [%],Core 1 C7 Residency [%],Core 2 C7 Residency [%],Core 3 C7 Residency [%],Memory Clock [MHz],Memory Clock Ratio [x],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],IA Limit Reasons (avg) [Yes/No],IA: PROCHOT [Yes/No],IA: Thermal Event [Yes/No],IA: Residency State Regulation [Yes/No],IA: Running Average Thermal Limit [Yes/No],IA: VR Thermal Alert [Yes/No],IA: VR TDC [Yes/No],"IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]",IA: Package-Level RAPL/PBM PL1 [Yes/No],"IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",IA: Max Turbo Limit [Yes/No],IA: Turbo Attenuation (MCT) [Yes/No],GT Limit Reasons (avg) [Yes/No],GT: PROCHOT [Yes/No],GT: Thermal Event [Yes/No],GT: DDR RAPL [Yes/No],GT: Residency State Regulation [Yes/No],GT: Running Average Thermal Limit [Yes/No],GT: VR Thermal Alert [Yes/No],GT: VR TDC [Yes/No],"GT: Max VR Voltage, ICCmax, PL4 [Yes/No]",GT: Domain-Level PBM PLGT [Yes/No],GT: Package-Level RAPL/PBM PL1 [Yes/No],"GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",GT: Inefficient Operation [Yes/No],GT: Fuses limit [Yes/No],Ring Limit Reasons (avg) [Yes/No],RING: PROCHOT [Yes/No],RING: Thermal Event [Yes/No],RING: DDR RAPL [Yes/No],RING: Residency State Regulation [Yes/No],RING: Running Average Thermal Limit [Yes/No],RING: VR Thermal Alert [Yes/No],RING: VR TDC [Yes/No],"RING: Max VR Voltage, ICCmax, PL4 [Yes/No]",RING: Package-Level RAPL/PBM PL1 [Yes/No],"RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",Drive Temperature [?],Drive Remaining Life [%],Drive Available Spare [%],Drive Failure [Yes/No],Drive Warning [Yes/No],Total Host Writes [GB],Total Host Reads [GB],Read Activity [%],Write Activity [%],Total Activity [%],Read Rate [MB/s],Write Rate [MB/s],Read Total [MB],Write Total [MB],Battery Voltage [V],Remaining Capacity [Wh],Charge Level [%],Charge Rate [W],Wear Level [%],Estimated Remaining Time [mins],Framerate (Presented) [FPS],Framerate (Displayed) [FPS],Frame Time [ms],GPU Busy [ms],Total DL [MB],Total UP [MB],Current DL rate [KB/s],Current UP rate [KB/s]
9.7.2024,03:53.9,53,5001,2913,63.1,0.82,0.822,0.815,0.82,0.822,0.756,0.733,2838.2,2838.2,2838.2,2838.2,2838.2,94.6,2649,1012,584.1,386.4,1289.4,617.6,1352.8,944.5,1472,1449.5,1012,32,18.3,12,41,19.4,42.2,30,45.9,46.8,46.8,32,100,73.2,43.4,28.6,93,44.8,97.5,68.3,105.8,104.1,73.2,30,30,30,30,30,28,77,75,80,79,74,23,25,20,21,26,81,80,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,81,81,70,0.72,9.668,15.212,10.527,0.064,21.238,2.135,0.692,1.149,51,15,51,51,550,1.9,0,0,0,0,0,478,2,0,32.4,18.8,12.5,41.4,19.9,43.5,30.4,45.8,47.1,37.2,67.8,38.3,31.6,11.1,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0.2,1.4,1.6,0.145,0.407,160599,69661,13.652,8.535,25.3,-22.29,36.3,23,22.3,21.7,44.93,0.71,817,100,0.03,0.021
9.7.2024,03:55.9,53,5010,2904,63.3,0.847,0.85,0.845,0.847,0.847,0.771,0.733,3027.4,3027.4,3027.4,3027.4,3027.4,94.6,2838.2,1086.1,1216.5,971.3,1076.2,942.6,1163.9,1124,1413.9,780.4,1086.1,39.9,44.5,35.6,39.9,35.5,41.7,42.6,50.6,28.9,50.6,39.9,100,78.9,88.8,70.7,78.4,68.3,84.3,81.4,102.3,56.9,78.9,32,32,32,32,32,30,77,75,73,82,79,23,25,27,18,21,83,82,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,82,82,70,0.715,7.91,14.185,9.434,0.091,19.763,2.175,0.789,1.149,51,15,51,51,500,2.4,0,0,0,0,0,480,2,0,39.8,44.5,35.4,39.5,35.4,41.2,42.5,51,28.6,25,23.7,28.5,20.4,27.5,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0.1,0.1,0.3,0.03,0.335,160599,69662,13.74,8.52,25.2,-18.375,36.3,27.8,23.4,23.6,42.78,0.8,817,100,0.087,0
9.7.2024,03:57.9,52.9,5000,2914,63.1,0.834,0.835,0.83,0.835,0.835,0.763,0.733,2932.8,2932.8,2932.8,2932.8,2932.8,94.6,2743.6,968.2,932.6,799.5,1820,914.7,859.8,656.8,1127.6,634.7,968.2,31.2,29.4,25.6,57,30.2,29.6,20.7,36.8,20.2,57,31.2,100,70,68,57.9,130.4,65.7,62.4,47.6,81.5,46,70,31,31,31,31,31,29,76,79,80,74,72,24,21,20,26,28,80,80,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,79,79,70,0.715,8.789,15.352,10.713,0.027,20.931,2.14,0.668,1.153,51,15,51,51,500,1,0,0,0,0,0,479,2,0,31,29.3,25.5,57.3,30.1,28.9,20.6,36.3,20,36.2,44.4,11.5,45.9,43,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0,4,4.1,0.032,1.439,160599,69665,13.75,8.505,25.2,-23.415,36.3,21.5,21.7,21.4,46.01,0.76,817,100,0.058,0.06
9.7.2024,03:59.9,53,5002,2912,63.1,0.847,0.852,0.842,0.85,0.845,0.771,0.733,3027.4,3027.4,3027.4,3027.4,3027.4,94.6,2838.2,975.8,816.8,551.7,963.6,1212.4,829.5,573.8,1832.5,1025.7,975.8,30.3,25.4,17.2,30,37.8,25.9,17,57.3,32.2,57.3,30.3,100,70.4,59.5,40.1,69.4,87,60.2,41.6,131.3,73.7,70.4,32,32,32,32,32,30,77,69,84,70,84,23,31,16,30,16,84,84,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,86,86,71,0.715,8.203,15.7,11.223,0.03,20.829,2.113,0.66,0.948,51,15,51,51,500,1.1,0,0,0,0,0,479,2,0,30.6,25.5,17.4,30.2,37.9,26,17.8,57.3,32.3,40.9,58.4,30.2,55.1,19.7,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0,0.1,0.1,0.008,0.309,160599,69665,13.779,8.49,25.1,-23.595,36.3,21.6,21.2,20.8,47.25,0.51,817,100,0,0
9.7.2024,04:01.9,53,5001,2912,63.1,0.862,0.865,0.857,0.862,0.862,0.788,0.733,3122,3122,3122,3122,3122,94.6,2932.8,921.2,418.1,507.6,524.5,1372.9,1326.6,1455.1,792.7,972.1,921.2,29.7,13.2,16.3,17.4,44.6,43.9,46.1,25,30.8,46.1,29.7,100,66.4,31.1,36.8,38.1,98.5,95,104,57.3,70.1,66.4,33,33,33,33,33,31,79,76,82,84,74,21,24,18,16,26,84,84,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,84,84,70,0.715,10.547,14.716,10.35,0.032,19.763,2.078,0.621,0.92,51,15,51,51,500,0.8,0,0,0,0,0,479,2,0,29.8,13.4,17,16.8,45.1,44,46.2,25.1,30.8,40.5,67.7,40.6,8.2,45.5,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0,1.5,1.5,0.032,0.415,160599,69666,13.731,8.49,25.1,-24.12,36.3,21.1,20.4,18.2,48.99,0.51,817,100,0.029,0
9.7.2024,04:03.9,52.9,4997,2917,63.1,0.847,0.85,0.842,0.847,0.847,0.771,0.733,3027.4,3027.4,3027.4,3027.4,3027.4,94.6,2838.2,956.8,566.4,266.8,1886.2,1294.2,1116.4,541.3,1141.6,841.5,956.8,29.6,17.2,8.9,57.7,40.6,34,17.1,34.8,26.1,57.7,29.6,100,68.9,41.7,19.7,134.9,92.7,80.3,39.3,82.1,60.6,68.9,32,32,32,32,32,30,78,76,81,83,72,22,24,19,17,28,83,83,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,83,83,71,0.715,7.617,15.458,11.044,0.036,21.071,2.134,0.628,0.931,51,15,51,51,500,0.9,0,0,0,0,0,479,2,0,29.5,17.4,8.3,57.7,40.2,34.7,16.5,34.9,26.1,40.4,69.8,4.6,50,37.2,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0,0.1,0.1,0,0.32,160599,69667,13.718,8.46,25,-22.335,36.3,22.8,13.5,13.6,74.24,0.54,817,100,0,0
9.7.2024,04:05.9,52.9,4999,2915,63.1,0.806,0.807,0.802,0.807,0.807,0.746,0.733,2743.6,2743.6,2743.6,2743.6,2743.6,94.6,2554.4,938.5,1239.6,681.7,1236.4,1349.7,712.3,837.5,945.2,505.8,938.5,30.6,41.2,21.9,39.9,43.1,23.7,27.3,31.1,16.7,43.1,30.6,100,67.8,89.6,49.4,88.9,96.8,51.7,60.5,68.4,36.8,67.8,29,29,29,29,29,27,75,78,74,73,75,25,22,26,27,25,78,78,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,80,80,71,0.715,9.668,14.481,9.801,0.061,20.21,2.141,0.67,1.124,51,15,51,51,500,1.7,0,0,0,0,0,479,2,0,30.7,41.8,22,40,43.1,23.2,27.4,31.2,16.8,38.2,40.4,18.3,47.9,46.3,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0.1,0.1,0.2,0.07,0.411,160599,69668,13.781,8.46,25,-21.54,36.3,23.6,11.8,11.1,84.51,0.63,817,100,0.089,0
9.7.2024,04:07.9,53,5002,2912,63.1,0.847,0.85,0.842,0.847,0.847,0.771,0.733,3027.4,3027.4,3027.4,3027.4,3027.4,94.6,1892.1,903.5,623.2,335.9,564.1,1815.6,568.4,801.5,1216.5,1302.7,903.5,29.8,20.4,11,18.6,59,17.2,28,40.4,44,59,29.8,100,65.2,45.9,24.6,40.8,130.1,41.4,57.9,87.3,93.4,65.2,32,32,32,32,32,20,80,77,85,78,79,20,23,15,22,21,85,85,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,86,86,71,0.715,9.961,14.379,10.096,0.031,19.302,2.093,0.627,0.862,51,15,51,51,500,1.3,0,0,0,0,0,481,2,0,30.1,20.5,11.1,18.7,59.4,18.6,28.1,40.5,44,39.7,63.5,26,53.1,16,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,93,100,No,No,31116,72449,0.1,0.2,0.3,0.016,0.441,160599,69668,13.809,8.445,25,-19.305,36.3,26.2,17,16.9,58.86,0.59,817,100,0,0
9.7.2024,04:09.9,53,5000,2914,63.1,0.862,0.865,0.86,0.862,0.86,0.788,0.733,3122,3122,3122,3122,3122,94.6,2932.8,956.6,996.9,935.1,2087.7,285.3,649.9,1656,539.1,503,956.6,28.8,30.5,27.6,62.7,8.5,20.6,49.7,16.1,15.1,62.7,28.8,100,68.9,72,67.2,149.5,20.7,46.9,118.5,39.4,36.5,68.9,33,33,33,33,33,31,79,76,74,84,82,21,24,26,16,18,84,84,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,84,84,71,0.715,8.496,16.458,12.091,0.021,21.289,2.112,0.604,0.91,51,15,51,51,500,0.5,0,0,0,0,0,481,2,0,28.7,30.1,27.6,62.7,8.6,19.4,49.7,16.3,15.1,42.2,41.9,26.1,32.9,67.8,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,53,93,100,No,No,31116,72449,0,0.1,0.1,0,0.185,160599,69669,13.764,8.43,25,-21.705,36.3,23.3,14.8,15,67.7,0.57,817,100,0,0
9.7.2024,04:11.9,52.9,4995,2919,63.1,0.807,0.81,0.802,0.807,0.807,0.746,0.733,2743.6,2743.6,2743.6,2743.6,2743.6,94.6,2554.4,966.6,912.3,648.6,1194.1,1031.4,1199.3,957.3,1057.3,732.6,966.6,32.3,31,22.8,40.2,34.7,39.7,30.8,34.8,24.5,40.2,32.3,100,69.8,66.5,47.1,86,74,86.3,68.9,76.5,53,69.7,29,29,29,29,29,27,77,75,78,80,74,23,25,22,20,26,80,80,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,80,80,70,0.715,9.375,14.415,9.974,0.057,19.553,2.125,0.683,0.897,51,15,51,51,500,1.6,0,0,0,0,0,481,2,0,32.4,31.2,22.8,40.2,34.4,39.8,31.6,34.9,24.6,36.4,44.7,28.3,30.2,42.3,2018.3,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,93,100,No,No,31116,72449,0,0.1,0.1,0.032,0.207,160599,69669,13.693,8.415,24.9,-20.505,36.3,24.6,11.7,11.9,85.12,0.53,817,100,0.029,0
