Date,Time,Virtual Memory Load [%],Physical Memory Used [MB],Physical Memory Available [MB],Physical Memory Load [%],Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],Uncore VID [V],SA VID [V],Core Clocks (avg) [MHz],Core 0 Clock [MHz],Core 1 Clock [MHz],Core 2 Clock [MHz],Core 3 Clock [MHz],Bus Clock [MHz],Ring/LLC Clock [MHz],Core Effective Clocks (avg) [MHz],Core 0 T0 Effective Clock [MHz],Core 0 T1 Effective Clock [MHz],Core 1 T0 Effective Clock [MHz],Core 1 T1 Effective Clock [MHz],Core 2 T0 Effective Clock [MHz],Core 2 T1 Effective Clock [MHz],Core 3 T0 Effective Clock [MHz],Core 3 T1 Effective Clock [MHz],Average Effective Clock [MHz],Core Usage (avg) [%],Core 0 T0 Usage [%],Core 0 T1 Usage [%],Core 1 T0 Usage [%],Core 1 T1 Usage [%],Core 2 T0 Usage [%],Core 2 T1 Usage [%],Core 3 T0 Usage [%],Core 3 T1 Usage [%],Max CPU/Thread Usage [%],Total CPU Usage [%],On-Demand Clock Modulation [%],Core Utility (avg) [%],Core 0 T0 Utility [%],Core 0 T1 Utility [%],Core 1 T0 Utility [%],Core 1 T1 Utility [%],Core 2 T0 Utility [%],Core 2 T1 Utility [%],Core 3 T0 Utility [%],Core 3 T1 Utility [%],Total CPU Utility [%],Core Ratios (avg) [x],Core 0 Ratio [x],Core 1 Ratio [x],Core 2 Ratio [x],Core 3 Ratio [x],Uncore Ratio [x],Core Temperatures (avg) [?],Core 0 [?],Core 1 [?],Core 2 [?],Core 3 [?],Core Distance to TjMAX (avg) [?],Core 0 Distance to TjMAX [?],Core 1 Distance to TjMAX [?],Core 2 Distance to TjMAX [?],Core 3 Distance to TjMAX [?],CPU Package [?],Core Max [?],Core Thermal Throttling (avg) [Yes/No],Core 0 Thermal Throttling [Yes/No],Core 1 Thermal Throttling [Yes/No],Core 2 Thermal Throttling [Yes/No],Core 3 Thermal Throttling [Yes/No],Core Critical Temperature (avg) [Yes/No],Core 0 Critical Temperature [Yes/No],Core 1 Critical Temperature [Yes/No],Core 2 Critical Temperature [Yes/No],Core 3 Critical Temperature [Yes/No],Core Power Limit Exceeded (avg) [Yes/No],Core 0 Power Limit Exceeded [Yes/No],Core 1 Power Limit Exceeded [Yes/No],Core 2 Power Limit Exceeded [Yes/No],Core 3 Power Limit Exceeded [Yes/No],Package/Ring Thermal Throttling [Yes/No],Package/Ring Critical Temperature [Yes/No],Package/Ring Power Limit Exceeded [Yes/No],CPU Package [?],CPU IA Cores [?],CPU GT Cores (Graphics) [?],iGPU VID [V],VR VCC Current (SVID IOUT) [A],CPU Package Power [W],IA Cores Power [W],GT Cores Power [W],Total System Power [W],System Agent Power [W],Rest-of-Chip Power [W],PCH Power [W],PL1 Power Limit (Static) [W],PL1 Power Limit (Dynamic) [W],PL2 Power Limit (Static) [W],PL2 Power Limit (Dynamic) [W],GPU Clock [MHz],GPU D3D Usage [%],GPU D3D Utilizations (avg) [%],GPU Video Decode 0 Usage [%],GPU Video Decode 1 Usage [%],GPU Video Processing 0 Usage [%],GPU Video Processing 1 Usage [%],GPU D3D Memory Dynamic [MB],Current cTDP Level [],Package C2 Residency [%],Core C0 Residency (avg) [%],Core 0 T0 C0 Residency [%],Core 0 T1 C0 Residency [%],Core 1 T0 C0 Residency [%],Core 1 T1 C0 Residency [%],Core 2 T0 C0 Residency [%],Core 2 T1 C0 Residency [%],Core 3 T0 C0 Residency [%],Core 3 T1 C0 Residency [%],Core C7 Residency (avg) [%],Core 0 C7 Residency [%],Core 1 C7 Residency [%],Core 2 C7 Residency [%],Core 3 C7 Residency [%],Memory Clock [MHz],Memory Clock Ratio [x],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],IA Limit Reasons (avg) [Yes/No],IA: PROCHOT [Yes/No],IA: Thermal Event [Yes/No],IA: Residency State Regulation [Yes/No],IA: Running Average Thermal Limit [Yes/No],IA: VR Thermal Alert [Yes/No],IA: VR TDC [Yes/No],"IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]",IA: Package-Level RAPL/PBM PL1 [Yes/No],"IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",IA: Max Turbo Limit [Yes/No],IA: Turbo Attenuation (MCT) [Yes/No],GT Limit Reasons (avg) [Yes/No],GT: PROCHOT [Yes/No],GT: Thermal Event [Yes/No],GT: DDR RAPL [Yes/No],GT: Residency State Regulation [Yes/No],GT: Running Average Thermal Limit [Yes/No],GT: VR Thermal Alert [Yes/No],GT: VR TDC [Yes/No],"GT: Max VR Voltage, ICCmax, PL4 [Yes/No]",GT: Domain-Level PBM PLGT [Yes/No],GT: Package-Level RAPL/PBM PL1 [Yes/No],"GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",GT: Inefficient Operation [Yes/No],GT: Fuses limit [Yes/No],Ring Limit Reasons (avg) [Yes/No],RING: PROCHOT [Yes/No],RING: Thermal Event [Yes/No],RING: DDR RAPL [Yes/No],RING: Residency State Regulation [Yes/No],RING: Running Average Thermal Limit [Yes/No],RING: VR Thermal Alert [Yes/No],RING: VR TDC [Yes/No],"RING: Max VR Voltage, ICCmax, PL4 [Yes/No]",RING: Package-Level RAPL/PBM PL1 [Yes/No],"RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",Drive Temperature [?],Drive Remaining Life [%],Drive Available Spare [%],Drive Failure [Yes/No],Drive Warning [Yes/No],Total Host Writes [GB],Total Host Reads [GB],Read Activity [%],Write Activity [%],Total Activity [%],Read Rate [MB/s],Write Rate [MB/s],Read Total [MB],Write Total [MB],Battery Voltage [V],Remaining Capacity [Wh],Charge Level [%],Wear Level [%],Framerate (Presented) [FPS],Framerate (Displayed) [FPS],Frame Time [ms],GPU Busy [ms],Total DL [MB],Total UP [MB],Current DL rate [KB/s],Current UP rate [KB/s],Charge Rate [W],Estimated Remaining Time [mins]
9.7.2024,20:10.1,50.2,5202,2711,65.7,1.012,0.96,1.03,1.032,1.027,0.888,0.748,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,228.5,481.3,91.2,304.6,170.1,239.6,128.9,203.1,208.9,228.5,5.4,11.9,2.6,7.3,3.2,5.6,3.5,4.6,4.8,11.9,5.4,100,17.3,36.4,7.1,22.9,12.5,18.4,10,15.3,15.8,17.3,41,38,42,42,42,36,52,52,53,52,51,48,48,47,48,49,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,52,0.73,6.445,7.578,3.071,0.274,11.674,1.591,0.491,0.937,51,15,51,51,450,1.9,0,0,0,0,0,425,2,63.8,5.9,12.6,2.4,7.9,4.4,6.2,3.3,5.2,5.4,83.1,78,84.8,84.1,85.5,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31107,72428,0.1,0.3,0.4,0.034,0.651,140749,62142,14.455,15.33,45.4,36.3,20.1,1,49.84,0.53,618,56,0,0,-20.37,45.1
9.7.2024,20:12.1,50.3,5201,2713,65.7,1.012,0.96,1.03,1.032,1.027,0.888,0.748,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,360.5,666.2,196.3,602,146.3,415.8,167.2,306.9,382.9,360.5,9.6,17.4,5.4,15.4,4.1,10.8,4.6,8.2,10.7,17.4,9.6,100,27,49.7,14.9,45.1,11.1,31.2,13,23.1,28.3,27,41,38,42,42,42,36,52,52,54,53,50,48,48,46,47,50,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,52,0.73,4.981,9.398,4.742,0.322,14.193,1.673,0.595,0.866,51,15,51,51,450,2.8,0,0,0,0,0,426,2,47.4,9.3,17.3,5.1,15.5,3.8,10.6,4.3,8,9.7,74.4,71,72,78,76.5,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31107,72428,0,0.2,0.2,0,0.816,140749,62143,14.626,15.315,45.3,36.3,16,16.2,62.55,0.89,618,56,0.059,0.034,-11.565,79.5
9.7.2024,20:14.1,50.2,5200,2714,65.7,1.013,0.96,1.03,1.032,1.03,0.871,0.748,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3206.9,175.9,302.3,83.8,452.1,40.8,206.5,60,150.3,111.9,175.9,4.2,7.7,2.1,11,1.7,5,1.5,2.9,2,11,4.2,100,13.3,23,6.4,33.8,3.2,15.4,4.8,11.1,8.7,13.3,41,38,42,42,42,35,56,53,64,54,54,44,47,36,46,46,64,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,67,67,51,0.73,9.668,6.711,2.104,0.215,11.134,1.59,0.458,0.922,51,15,51,51,450,0.8,0,0,0,0,0,426,2,63.7,4.5,7.9,2.1,11.4,1,5.2,1.6,3.8,2.9,85.8,84.1,80.8,89,89.5,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31107,72428,0,0.2,0.2,0.016,0.344,140749,62144,14.623,15.315,45.3,36.3,18.4,18.6,54.27,0.73,618,56,0,0,-9.525,96.5
9.7.2024,20:16.1,50.2,5199,2715,65.6,1.029,1.027,1.027,1.032,1.027,0.888,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,207.4,399.1,154.6,290,49.7,215.2,90.1,229.8,230.4,207.4,5,10.1,3.6,7.2,0,5.3,1.4,5.6,6.3,10.1,5,100,15.9,30.5,13.2,21.8,4.1,16.4,7.4,17,17,15.9,42,42,42,42,42,36,52,52,52,53,49,48,48,48,47,51,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,51,0.73,5.274,7.301,2.821,0.302,11.634,1.611,0.515,0.81,51,15,51,51,450,2.2,0,0,0,0,0,431,2,57.6,5.3,10.4,4.1,7.4,1.3,5.5,2.4,5.8,5.8,81.3,74.2,83.5,85.3,82,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42,93,100,No,No,31107,72428,0,0.1,0.1,0,0.163,140749,62144,14.624,15.3,45.3,36.3,18.9,19,52.92,0.57,618,56,0,0,-10.02,91.6
9.7.2024,20:18.1,50.2,5196,2717,65.6,1.012,1.035,1.027,1.032,0.955,0.888,0.751,3756.6,3848.2,3848.2,3848.2,3481.7,91.6,3298.5,315.3,593,307.5,354.8,132.5,325.9,125.5,238.9,444.1,315.3,7.9,15.2,7.7,9,3.3,7.6,3.2,6,11.2,15.2,7.9,100,24.1,44.3,24.1,27.1,10.5,24.7,10.3,18.1,33.3,24.1,41,42,42,42,38,36,50,51,51,51,48,50,49,49,49,52,52,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,52,0.73,6.445,8.6,4.144,0.273,13.319,1.659,0.577,0.84,51,15,51,51,450,2.4,0,0,0,0,0,431,2,49.9,8.2,15.4,8.2,9.3,3.5,8.5,3.3,6.2,11.4,73,66.1,75.9,78.2,71.6,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,93,100,No,No,31107,72428,0,0.1,0.1,0,0.279,140749,62145,14.622,15.3,45.3,36.3,23.3,22.8,42.93,0.65,618,56,0.088,0,-11.07,82.9
9.7.2024,20:20.1,50.2,5196,2717,65.6,0.994,0.96,1.027,1.032,0.955,0.888,0.751,3665,3481.7,3848.2,3848.2,3481.7,91.6,3298.5,156.5,436.5,91.9,175.7,22.3,292.7,60.7,117.5,54.9,156.5,4.3,10.9,2.1,4.3,2,7.8,2.2,3.6,1.3,10.9,4.3,100,12,32.5,8.2,13.2,1.8,21.5,5.1,9,4.4,12,40,38,42,42,38,36,50,51,50,52,48,50,49,50,48,52,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,51,0.73,5.274,6.301,1.846,0.208,10.532,1.578,0.441,0.915,51,15,51,51,450,0.7,0,0,0,0,0,432,2,67.3,4,11.1,2.5,4.4,0.6,7.2,1.6,3,1.4,87.5,80.1,91.8,86.6,91.7,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,93,100,No,No,31107,72428,0,0.3,0.3,0,0.44,140749,62146,14.596,15.285,45.2,36.3,23.7,23.5,42.23,0.57,618,56,0,0,-9.225,99.4
9.7.2024,20:22.1,50.2,5196,2718,65.6,1.012,0.96,1.03,1.032,1.027,0.888,0.751,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,190.9,396.7,123.4,287.4,36.8,183.7,65.4,231,202.8,190.9,4.5,9.9,2.9,7,0.8,4.5,1.5,5.5,4.2,9.9,4.5,100,14.5,30.1,9.7,21.7,2.9,14,5.4,17,14.9,14.5,41,38,42,42,42,36,51,51,53,52,48,49,49,47,48,52,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,52,0.732,6.445,6.858,2.186,0.263,11.261,1.603,0.49,0.907,51,15,51,51,450,1.9,0,0,0,0,0,436,2,61.5,4.9,10.4,3.2,7.3,1,4.7,1.7,5.8,5.1,84.6,77.8,87.1,88.4,85,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,93,100,No,No,31107,72428,0,0.1,0.1,0,0.447,140749,62147,14.634,15.285,45.2,36.3,18.3,18.6,54.52,0.61,618,56,0,0,-10.38,88.3
9.7.2024,20:24.1,50.2,5196,2718,65.6,1.031,1.035,1.027,1.032,1.027,0.888,0.748,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,144.6,351.2,44.7,162.4,40.3,299.3,56.6,167.2,35,144.6,3.1,8.7,0.2,3.8,0,7.1,0.4,3.1,1.5,8.7,3.1,100,11,26.5,3.5,12,3.1,22.1,4.8,13.2,2.7,11,42,42,42,42,42,36,50,51,51,51,48,50,49,49,49,52,52,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,52,0.73,4.395,6.388,1.99,0.233,10.345,1.573,0.439,0.937,51,15,51,51,450,0.6,0,0,0,0,0,436,2,68.3,3.7,9.1,1.2,4,1,7.4,1.5,4.4,0.9,88.1,84.1,92.4,86.6,89.4,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,93,100,No,No,31107,72428,0,0.1,0.1,0,0.302,140749,62147,14.678,15.285,45.2,36.3,17.4,17.6,57.6,0.69,618,56,0.029,0,-9.09,100.9
9.7.2024,20:26.1,50.2,5195,2719,65.6,1.012,0.96,1.027,1.032,1.027,0.871,0.751,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3206.9,153.8,330.5,40.6,284.4,17.1,271.4,92,150.5,43.5,153.8,3.9,8.3,0.9,6.9,1.1,6.5,2.9,4.3,0.2,8.3,3.9,100,11.7,25.1,3.2,20.9,1.4,20.4,7.2,11.2,3.7,11.7,41,38,42,42,42,35,49,49,51,51,46,51,51,49,49,54,52,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,51,0.732,5.859,6.547,2.215,0.224,10.328,1.567,0.425,0.831,51,15,51,51,450,0.4,0,0,0,0,0,436,2,67.4,3.9,8.6,1,7,0.5,6.8,2.3,3.8,1.2,87.7,84.4,89.4,85.8,91.2,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,93,100,No,No,31107,72428,0,0.1,0.1,0,0.342,140749,62148,14.622,15.27,45.2,36.3,12.4,12.2,80.41,0.7,618,56,0.059,0.026,-8.97,102.1
9.7.2024,20:28.1,50.2,5193,2721,65.6,1.031,1.035,1.027,1.032,1.027,0.871,0.751,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3206.9,152,340.3,65.3,180.3,26.6,394.3,50.1,115.1,43.5,152,4.1,9.1,2.2,5,0.5,10.2,1.1,3.4,1.7,10.2,4.1,100,11.5,26.1,5,13.7,2.1,28.9,3.9,9,3.5,11.5,42,42,42,42,42,35,50,49,50,52,48,50,51,50,48,52,53,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,51,0.732,6.152,6.43,2.014,0.213,10.357,1.563,0.425,0.897,51,15,51,51,450,0.4,0,0,0,0,0,436,2,68.1,3.9,8.9,1.7,4.6,0.7,9.7,1.3,3,1.1,87.7,83.4,90.7,85.2,91.4,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41,93,100,No,No,31107,72428,0,0.1,0.1,0,0.301,140749,62148,14.608,15.27,45.2,36.3,9.7,9.8,103.14,0.7,618,56,2.837,0.06,-8.91,102.8
