Date,Time,Virtual Memory Load [%],Physical Memory Used [MB],Physical Memory Available [MB],Physical Memory Load [%],Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],Uncore VID [V],SA VID [V],Core Clocks (avg) [MHz],Core 0 Clock [MHz],Core 1 Clock [MHz],Core 2 Clock [MHz],Core 3 Clock [MHz],Bus Clock [MHz],Ring/LLC Clock [MHz],Core Effective Clocks (avg) [MHz],Core 0 T0 Effective Clock [MHz],Core 0 T1 Effective Clock [MHz],Core 1 T0 Effective Clock [MHz],Core 1 T1 Effective Clock [MHz],Core 2 T0 Effective Clock [MHz],Core 2 T1 Effective Clock [MHz],Core 3 T0 Effective Clock [MHz],Core 3 T1 Effective Clock [MHz],Average Effective Clock [MHz],Core Usage (avg) [%],Core 0 T0 Usage [%],Core 0 T1 Usage [%],Core 1 T0 Usage [%],Core 1 T1 Usage [%],Core 2 T0 Usage [%],Core 2 T1 Usage [%],Core 3 T0 Usage [%],Core 3 T1 Usage [%],Max CPU/Thread Usage [%],Total CPU Usage [%],On-Demand Clock Modulation [%],Core Utility (avg) [%],Core 0 T0 Utility [%],Core 0 T1 Utility [%],Core 1 T0 Utility [%],Core 1 T1 Utility [%],Core 2 T0 Utility [%],Core 2 T1 Utility [%],Core 3 T0 Utility [%],Core 3 T1 Utility [%],Total CPU Utility [%],Core Ratios (avg) [x],Core 0 Ratio [x],Core 1 Ratio [x],Core 2 Ratio [x],Core 3 Ratio [x],Uncore Ratio [x],Core Temperatures (avg) [?],Core 0 [?],Core 1 [?],Core 2 [?],Core 3 [?],Core Distance to TjMAX (avg) [?],Core 0 Distance to TjMAX [?],Core 1 Distance to TjMAX [?],Core 2 Distance to TjMAX [?],Core 3 Distance to TjMAX [?],CPU Package [?],Core Max [?],Core Thermal Throttling (avg) [Yes/No],Core 0 Thermal Throttling [Yes/No],Core 1 Thermal Throttling [Yes/No],Core 2 Thermal Throttling [Yes/No],Core 3 Thermal Throttling [Yes/No],Core Critical Temperature (avg) [Yes/No],Core 0 Critical Temperature [Yes/No],Core 1 Critical Temperature [Yes/No],Core 2 Critical Temperature [Yes/No],Core 3 Critical Temperature [Yes/No],Core Power Limit Exceeded (avg) [Yes/No],Core 0 Power Limit Exceeded [Yes/No],Core 1 Power Limit Exceeded [Yes/No],Core 2 Power Limit Exceeded [Yes/No],Core 3 Power Limit Exceeded [Yes/No],Package/Ring Thermal Throttling [Yes/No],Package/Ring Critical Temperature [Yes/No],Package/Ring Power Limit Exceeded [Yes/No],CPU Package [?],CPU IA Cores [?],CPU GT Cores (Graphics) [?],iGPU VID [V],VR VCC Current (SVID IOUT) [A],CPU Package Power [W],IA Cores Power [W],GT Cores Power [W],Total System Power [W],System Agent Power [W],Rest-of-Chip Power [W],PCH Power [W],PL1 Power Limit (Static) [W],PL1 Power Limit (Dynamic) [W],PL2 Power Limit (Static) [W],PL2 Power Limit (Dynamic) [W],GPU Clock [MHz],GPU D3D Usage [%],GPU D3D Utilizations (avg) [%],GPU Video Decode 0 Usage [%],GPU Video Decode 1 Usage [%],GPU Video Processing 0 Usage [%],GPU Video Processing 1 Usage [%],GPU D3D Memory Dynamic [MB],Current cTDP Level [],Package C2 Residency [%],Core C0 Residency (avg) [%],Core 0 T0 C0 Residency [%],Core 0 T1 C0 Residency [%],Core 1 T0 C0 Residency [%],Core 1 T1 C0 Residency [%],Core 2 T0 C0 Residency [%],Core 2 T1 C0 Residency [%],Core 3 T0 C0 Residency [%],Core 3 T1 C0 Residency [%],Core C7 Residency (avg) [%],Core 0 C7 Residency [%],Core 1 C7 Residency [%],Core 2 C7 Residency [%],Core 3 C7 Residency [%],Memory Clock [MHz],Memory Clock Ratio [x],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],IA Limit Reasons (avg) [Yes/No],IA: PROCHOT [Yes/No],IA: Thermal Event [Yes/No],IA: Residency State Regulation [Yes/No],IA: Running Average Thermal Limit [Yes/No],IA: VR Thermal Alert [Yes/No],IA: VR TDC [Yes/No],"IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]",IA: Package-Level RAPL/PBM PL1 [Yes/No],"IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",IA: Max Turbo Limit [Yes/No],IA: Turbo Attenuation (MCT) [Yes/No],GT Limit Reasons (avg) [Yes/No],GT: PROCHOT [Yes/No],GT: Thermal Event [Yes/No],GT: DDR RAPL [Yes/No],GT: Residency State Regulation [Yes/No],GT: Running Average Thermal Limit [Yes/No],GT: VR Thermal Alert [Yes/No],GT: VR TDC [Yes/No],"GT: Max VR Voltage, ICCmax, PL4 [Yes/No]",GT: Domain-Level PBM PLGT [Yes/No],GT: Package-Level RAPL/PBM PL1 [Yes/No],"GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",GT: Inefficient Operation [Yes/No],GT: Fuses limit [Yes/No],Ring Limit Reasons (avg) [Yes/No],RING: PROCHOT [Yes/No],RING: Thermal Event [Yes/No],RING: DDR RAPL [Yes/No],RING: Residency State Regulation [Yes/No],RING: Running Average Thermal Limit [Yes/No],RING: VR Thermal Alert [Yes/No],RING: VR TDC [Yes/No],"RING: Max VR Voltage, ICCmax, PL4 [Yes/No]",RING: Package-Level RAPL/PBM PL1 [Yes/No],"RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]",Drive Temperature [?],Drive Remaining Life [%],Drive Available Spare [%],Drive Failure [Yes/No],Drive Warning [Yes/No],Total Host Writes [GB],Total Host Reads [GB],Read Activity [%],Write Activity [%],Total Activity [%],Read Rate [MB/s],Write Rate [MB/s],Read Total [MB],Write Total [MB],Battery Voltage [V],Remaining Capacity [Wh],Charge Level [%],Wear Level [%],Framerate (Presented) [FPS],Framerate (Displayed) [FPS],Frame Time [ms],GPU Busy [ms],Total DL [MB],Total UP [MB],Current DL rate [KB/s],Current UP rate [KB/s],Charge Rate [W],Estimated Remaining Time [mins]
9.7.2024,37:46.8,50.5,5172,2742,65.3,0.956,0.96,0.952,0.957,0.955,0.868,0.746,3481.7,3481.7,3481.7,3481.7,3481.7,91.6,3206.9,376,535.1,191,634.2,170.8,446.4,259.3,402,369.3,376,9.6,13.7,4.9,16.1,4.4,11.5,6.7,10.1,9.4,16.1,9.6,100,28.2,40.3,14.6,47.3,13,33.5,19.6,30,27.6,28.2,38,38,38,38,38,35,62,62,62,63,63,38,38,38,37,37,63,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70,70,57,0.73,5.566,9.398,4.682,0.25,14.311,1.71,0.57,1.049,51,15,51,51,500,2.3,0,0,0,0,0,446,2,53.5,9.7,14,5,16.3,4.5,11.5,6.8,10.3,9.6,75.1,73.3,74.1,77.5,75.5,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31108,72428,0.1,0.3,0.4,0.016,0.735,141076,62516,14.408,11.925,35.3,36.3,11.8,11.8,84.6,1.02,619,56,0.059,0.034,-12.63,56.6
9.7.2024,37:48.8,50.6,5185,2728,65.5,1.013,0.96,1.03,1.032,1.03,0.871,0.746,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3206.9,296.1,541.2,268.2,368.9,108.5,315.5,123.8,271.9,370.6,296.1,7.4,13.8,6.7,9.3,2.7,7.9,3.1,6.8,9.2,13.8,7.4,100,22.5,40.8,20.5,28,8.3,23.7,9.7,20.8,28.1,22.5,41,38,42,42,42,35,55,56,55,56,54,45,44,45,44,46,56,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,66,66,55,0.732,5.859,8.576,3.866,0.267,13.18,1.72,0.557,0.874,51,15,51,51,500,1.6,0,0,0,0,0,447,2,53.2,7.7,14.1,7,9.6,2.9,8.1,3.3,7,9.5,76.8,71.1,79.9,81.8,74.4,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31108,72428,0,0.2,0.2,0,0.818,141076,62518,14.423,11.925,35.3,36.3,16.8,17,59.51,0.95,619,56,0.088,0.026,-10.095,70.9
9.7.2024,37:50.8,50.5,5186,2727,65.5,1.03,1.035,1.03,1.032,1.022,0.888,0.746,3848.2,3848.2,3848.2,3848.2,3848.2,91.6,3298.5,207.9,402.1,135.2,248.4,26.3,312.2,72.1,180,286.6,207.9,5.1,10.2,3.1,6.1,0.6,7.5,1.7,4.3,7,10.2,5.1,100,15.7,30.4,11.3,18.6,2.1,22.7,6.1,13.5,21.3,15.7,42,42,42,42,42,36,55,55,55,56,54,45,45,45,44,46,57,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,55,0.725,5.274,7.794,2.86,0.182,12.158,1.672,0.485,1.186,51,15,51,51,450,0.5,0,0,0,0,0,447,2,59.6,5.3,10.4,3.6,6.3,0.7,7.7,1.9,4.6,7.1,83.6,78.1,88.8,84.8,82.7,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,93,100,No,No,31108,72428,0.1,0.2,0.3,0.024,0.397,141076,62519,14.383,11.91,35.3,36.3,20.7,19.9,48.39,0.7,619,56,0,0,-10.935,65.3
9.7.2024,37:52.8,50.5,5186,2728,65.5,1.011,0.96,1.03,1.025,1.03,0.888,0.746,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,143.6,261.2,95.6,287.5,15.7,245.2,50.4,124.5,68.8,143.6,4.1,7.2,3,7.6,1,6.5,1.9,3.7,1.6,7.6,4.1,100,10.9,19.7,7.8,21.5,1.3,17.8,4,9.5,5.9,10.9,41,38,42,42,42,36,54,53,55,55,53,46,47,45,45,47,56,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,55,0.732,5.566,6.146,1.812,0.207,10.417,1.628,0.44,0.837,51,15,51,51,500,0.6,0,0,0,0,0,447,2,67.9,3.7,6.8,2.5,7.2,0.4,6,1.3,3.1,1.9,88.1,85.4,87.8,89.2,90.1,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,93,100,No,No,31108,72428,0,0.1,0.1,0,0.281,141076,62519,14.391,11.91,35.3,36.3,13.8,14,72.43,0.68,619,56,0.029,0,-10.095,70.8
9.7.2024,37:54.8,50.5,5180,2733,65.4,0.992,0.96,0.955,1.025,1.027,0.888,0.746,3665,3481.7,3481.7,3848.2,3848.2,91.6,3298.5,148.3,253,111.4,330.8,39.6,209.6,68.1,126.7,47,148.3,3.4,6.3,2.5,7.9,0.8,4.2,1.5,3,1,7.9,3.4,100,11.3,19,9.6,24.4,3.1,15.4,5.3,9.6,3.9,11.3,40,38,38,42,42,36,54,54,54,54,52,46,46,46,46,48,55,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,55,0.727,5.274,6.553,2.085,0.194,10.586,1.629,0.424,0.963,51,15,51,51,450,0.5,0,0,0,0,0,447,2,68,3.8,6.5,3,8.2,1,5.2,1.7,3.2,1.3,87.9,84.1,87,89.3,91.3,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,93,100,No,No,31108,72428,0,0.1,0.1,0,0.376,141076,62520,14.394,11.91,35.3,36.3,10.6,10.8,93.9,0.7,619,56,0,0,-10.53,67.8
9.7.2024,37:56.8,50.5,5183,2731,65.4,0.966,0.96,0.972,0.975,0.955,0.868,0.746,3527.5,3481.7,3573.4,3573.4,3481.7,91.6,3206.9,293.4,503.8,141.2,523.9,91.9,610.4,79.3,241.5,154.9,293.4,7.1,12,3.4,12.9,2.2,15.5,1.2,5.9,3.9,15.5,7.1,100,22,37.8,11.7,38.4,7.1,44.8,6.4,18.3,11.6,22,38.5,38,39,39,38,35,60,59,61,61,57,40,41,39,39,43,61,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,55,0.732,6.152,9.196,4.343,0.27,13.536,1.693,0.529,1.033,51,15,51,51,500,1.8,0,0,0,0,0,447,2,47.6,7.5,13,3.7,13.1,2.4,15.2,2.1,6.2,4,77.8,74,78.9,74.9,83.6,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,93,100,No,No,31108,72428,0,0.1,0.2,0.036,0.35,141076,62521,14.131,11.895,35.2,36.3,9,8.3,110.88,0.67,619,56,0.024,0,-18.615,38.3
9.7.2024,37:58.8,50.5,5183,2731,65.4,1.012,0.96,1.03,1.032,1.027,0.888,0.746,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3298.5,183.6,386.9,114.7,330,38.2,284.1,47.2,209.8,57.8,183.6,4.7,10.3,2.7,8,0.8,6.8,1.8,5.1,2.1,10.3,4.7,100,13.9,29.4,9.1,24.6,3,21,3.9,16.2,4.3,13.9,41,38,42,42,42,36,54,54,54,55,52,46,46,46,45,48,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,55,0.732,6.152,6.97,2.551,0.204,11.191,1.646,0.465,0.829,51,15,51,51,500,1,0,0,0,0,0,447,2,62.1,4.7,10.1,3,8.3,1,7.1,1.3,5.4,1.5,84.6,78.3,85.7,87.2,87.2,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,93,100,No,No,31108,72428,0,0.1,0.1,0,0.285,141076,62521,14.379,11.895,35.2,36.3,14.5,14.6,68.91,0.5,619,56,0.089,0.027,-13.125,54.4
9.7.2024,38:00.8,50.5,5182,2732,65.4,0.993,0.955,1.03,1.032,0.955,0.888,0.746,3665,3481.7,3848.2,3848.2,3481.7,91.6,3298.5,226.8,479.4,134.7,390.8,95.3,357.3,53.5,192,111.7,226.8,5.5,11.9,3.3,9.5,2.3,8.7,1.3,4.7,2.7,11.9,5.5,100,17.1,36.4,10.7,29.1,7.2,26.4,4.3,14.5,8.2,17.1,40,38,42,42,38,36,55,56,56,56,52,45,44,44,44,48,56,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,55,0.727,9.961,7.8,3.322,0.3,11.987,1.672,0.504,0.862,51,15,51,51,450,1.7,0,0,0,0,0,447,2,55.7,5.8,12.5,3.5,9.8,2.4,8.9,1.4,4.9,2.8,82.7,75.9,82.2,84.7,88.2,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,93,100,No,No,31108,72428,0,0.1,0.1,0,0.345,141076,62522,14.216,11.88,35.2,36.3,15.8,16,63.19,0.44,619,56,0,0,-13.965,51
9.7.2024,38:02.8,50.5,5182,2732,65.4,0.976,0.96,1.03,0.957,0.955,0.871,0.746,3573.4,3481.7,3848.2,3481.7,3481.7,91.6,3206.9,232.6,426.1,95,458.3,80,423.1,75,227.3,76.4,232.6,5.6,10,2.4,11.1,1.9,10.3,1.8,5.6,1.9,11.1,5.6,100,17.5,32,7.7,34.4,6.2,30.9,5.9,17,5.7,17.5,39,38,42,38,38,35,54,55,56,55,52,46,45,44,45,48,55,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,64,64,55,0.727,5.274,7.911,3.365,0.228,12.086,1.667,0.488,0.835,51,15,51,51,450,1.7,0,0,0,0,0,447,2,55.3,5.9,10.9,2.5,11.5,2,10.5,2,5.8,2,82.2,79.2,78.5,82.6,88.5,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31108,72428,0,0.3,0.3,0,0.449,141076,62523,14.383,11.88,35.2,36.3,15.7,15.9,63.58,0.4,619,56,2.829,0.061,-11.655,61.1
9.7.2024,38:04.8,50.5,5183,2730,65.4,1.012,0.96,1.03,1.032,1.027,0.871,0.746,3756.6,3481.7,3848.2,3848.2,3848.2,91.6,3206.9,226.9,488.2,161.1,371.4,112.5,274.6,67.1,239.3,101.3,226.9,5.6,12.9,3.9,9,2.7,6.7,1.6,5.8,2.4,12.9,5.6,100,17.1,36.5,12.6,27.7,8.5,20.4,5.4,18.5,7.5,17.1,41,38,42,42,42,35,53,54,54,54,51,47,46,46,46,49,55,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,54,0.727,6.445,7.872,3.215,0.32,12.056,1.678,0.512,0.9,51,15,51,51,450,1.8,0,0,0,0,0,447,2,55.3,5.8,12.6,4.2,9.3,2.9,6.9,1.8,6.2,2.6,82.2,76.1,81.7,86.2,84.8,1954.7,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,93,100,No,No,31108,72428,0,0.1,0.1,0,0.45,141076,62523,14.366,11.865,35.1,36.3,17,16.6,58.84,0.4,619,56,2.741,0,-11.25,63.3
